enabled,year,county_norm,from_precinct_norm,current_match_method,current_top_suggested_dst_vtd20,override_src_vtdst,override_dst_vtd20,override_reason,review_status,review_notes
0,2000,SHELBY,114 1 MIL 1,forced_best_name,008260,,,,pending,
0,2016,WASHINGTON,39 NEW SALEM,forced_best_name,009323,,,,pending,
0,2006,BLOUNT,MENTOR ALCOA,forced_best_name,000409,,,,pending,
0,2008,BLOUNT,MENTOR ALCOA,forced_best_name,000409,,,,pending,
0,2014,WEAKLEY,6A TRINITY,forced_best_name,009510,,,,pending,
0,2016,WEAKLEY,6A TRINITY,forced_best_name,009510,,,,pending,
0,2018,WEAKLEY,6A TRINITY,forced_best_name,009510,,,,pending,
0,2020,WEAKLEY,6A TRINITY,forced_best_name,009510,,,,pending,
0,2002,ANDERSON,LAKE CITY MIDDLE SCH,tail_fuzzy_name,000007,,,,pending,
0,2004,ANDERSON,LAKE CITY MIDDLE SCH,tail_fuzzy_name,000007,,,,pending,
0,2006,ANDERSON,LAKE CITY MIDDLE SCH,tail_fuzzy_name,000007,,,,pending,
0,2014,WEAKLEY,2A GLEASON,forced_best_name,009502,,,,pending,
0,2016,WEAKLEY,2A GLEASON,forced_best_name,009502,,,,pending,
0,2018,WEAKLEY,2A GLEASON,forced_best_name,009502,,,,pending,
0,2020,WEAKLEY,2A GLEASON,forced_best_name,009502,,,,pending,
0,2000,ROANE,21 JOHNSON,forced_best_name,007474,,,,pending,
0,2002,LINCOLN,KELSO CC,forced_best_name,000011,,,,pending,
0,2010,WASHINGTON,10I INDIAN TRAIL,tail_fuzzy_name,009324,,,,pending,
0,2002,WASHINGTON,10I INDIAN TRAIL,forced_best_name,009330,,,,pending,
0,2004,WASHINGTON,10I INDIAN TRAIL,forced_best_name,009330,,,,pending,
0,2006,WASHINGTON,10I INDIAN TRAIL,forced_best_name,009330,,,,pending,
0,2008,WASHINGTON,10I INDIAN TRAIL,forced_best_name,009330,,,,pending,
0,2006,MACON,CENTRAL ELEM SCH,forced_best_name,005559,,,,pending,
0,2008,MACON,CENTRAL ELEM SCHOOL,forced_best_name,005559,,,,pending,
0,2006,HARDIN,RHODES 6 2,tail_fuzzy_name,003712,,,,pending,
0,2008,HARDIN,RHODES 6 2,tail_fuzzy_name,003712,,,,pending,
0,2006,BEDFORD,EAST SIDE SCHOOL,forced_best_name,000108,,,,pending,
0,2012,HAMILTON,168 OOLTEWAH 6,tail_fuzzy_name,003443,,,,pending,
0,2012,HAMILTON,169 OOLTEWAH 5,tail_fuzzy_name,003443,,,,pending,
0,2012,HAMILTON,205 OOLTEWAH 4,tail_fuzzy_name,003443,,,,pending,
0,2014,HAMILTON,168 OOLTEWAH 6,tail_fuzzy_name,003443,,,,pending,
0,2014,HAMILTON,169 OOLTEWAH 5,tail_fuzzy_name,003443,,,,pending,
0,2014,HAMILTON,205 OOLTEWAH 4,tail_fuzzy_name,003443,,,,pending,
0,2016,HAMILTON,168 OOLTEWAH 6,tail_fuzzy_name,003443,,,,pending,
0,2016,HAMILTON,169 OOLTEWAH 5,tail_fuzzy_name,003443,,,,pending,
0,2016,HAMILTON,205 OOLTEWAH 4,tail_fuzzy_name,003443,,,,pending,
0,2018,HAMILTON,168 OOLTEWAH 6,tail_fuzzy_name,003443,,,,pending,
0,2018,HAMILTON,169 OOLTEWAH 5,tail_fuzzy_name,003443,,,,pending,
0,2018,HAMILTON,205 OOLTEWAH 4,tail_fuzzy_name,003443,,,,pending,
0,2020,HAMILTON,124 OOLTEWAH 5,tail_fuzzy_name,003443,,,,pending,
0,2006,MONROE,RURAL VALE FIREDEPT,forced_best_name,006360,,,,pending,
0,2008,MONROE,RURAL VALE FIREDEPT,forced_best_name,006360,,,,pending,
0,2012,UNICOI,INTERMEDIATE SCHOOL,forced_best_name,008902,,,,pending,
0,2014,UNICOI,INTERMEDIATE SCHOOL,forced_best_name,008902,,,,pending,
0,2010,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2012,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2014,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2016,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2018,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2020,MAURY,CP CHURCH 5 1,tail_fuzzy_name,005957,,,,pending,
0,2000,SHELBY,111 LOC,forced_best_name,008260,,,,pending,
