county_norm,precinct_norm,canonical_label,years_present,first_year,last_year,has_2024,prctseq_2024
GILES,2A MINOR HILL,2A Minor Hill,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0003
GILES,2B AIRPORT,2B Airport,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0004
GILES,3A RICHLAND TRACE,3A Richland Trace,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0005
GILES,3B CAMPBELLSVILLE,3B Campbellsville,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0006
GILES,4A LYNNVILLE,4A Lynnville,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0007
GILES,4B BRICK CHURCH,4B Brick Church,2004,2004,2004,0,
GILES,4B ODD FELLOWS HALL,4B Odd Fellows Hall,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0008
GILES,5A TCAT,5A TCAT,2014;2016;2018;2020;2022;2024,2014,2024,1,0009
GILES,5A TN TECH,5A TN Tech,2004,2004,2004,0,
GILES,5A TN TECH CENTER,5A TN Tech Center,2006;2008;2010;2012,2006,2012,0,
GILES,5B AGRI PARK,5B Agri Park,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0010
GILES,5B CO OP,5B Co-Op,2004;2006;2008,2004,2008,0,
GILES,6A COURTHOUSE,6A Courthouse,2004;2006;2008,2004,2008,0,
GILES,6A MARTIN,6A Martin,2014;2016;2018;2020,2014,2020,0,
GILES,6A MMC,6A MMC,2010;2012,2010,2012,0,
GILES,6A UTS,6A UTS,2022;2024,2022,2024,1,0011
GILES,6B BMS,6B BMS,2004;2006;2008;2010;2012,2004,2012,0,
GILES,6B BRIDGEFORTH,6B Bridgeforth,2014;2016;2018;2020;2022;2024,2014,2024,1,0012
GILES,7A GCHS,7A GCHS,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0013
GILES,7B REC CENTER,7B Rec Center,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0014
GILES,ABSENTEE,ABSENTEE,2004;2006;2010;2012;2014,2004,2014,0,
GILES,EARLY,EARLY,2004,2004,2004,0,
GILES,PROPERTY OWNER,Property Owner,2008,2008,2008,0,
GRAINGER,1 1,1-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0001
GRAINGER,1 2,1-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0002
GRAINGER,1 APR,1-Apr,2004,2004,2004,0,
GRAINGER,1 FEB,1-Feb,2004,2004,2004,0,
GRAINGER,1 JAN,1-Jan,2004,2004,2004,0,
GRAINGER,1 MAR,1-Mar,2004,2004,2004,0,
GRAINGER,1 MAY,1-May,2004,2004,2004,0,
GRAINGER,2 1,2-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0003
GRAINGER,2 2,2-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0004
GRAINGER,2 APR,2-Apr,2004,2004,2004,0,
GRAINGER,2 FEB,2-Feb,2004,2004,2004,0,
GRAINGER,2 JAN,2-Jan,2004,2004,2004,0,
GRAINGER,2 MAR,2-Mar,2004,2004,2004,0,
GRAINGER,2 MAY,2-May,2004,2004,2004,0,
GRAINGER,3 1,3-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0005
GRAINGER,3 2,3-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0006
GRAINGER,4 1,4-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0007
GRAINGER,4 2,4-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0008
GRAINGER,44562,44562,2022,2022,2022,0,
GRAINGER,44563,44563,2022,2022,2022,0,
GRAINGER,44593,44593,2022,2022,2022,0,
GRAINGER,44594,44594,2022,2022,2022,0,
GRAINGER,44621,44621,2022,2022,2022,0,
GRAINGER,44622,44622,2022,2022,2022,0,
GRAINGER,44652,44652,2022,2022,2022,0,
GRAINGER,44653,44653,2022,2022,2022,0,
GRAINGER,44682,44682,2022,2022,2022,0,
GRAINGER,44683,44683,2022,2022,2022,0,
GRAINGER,5 1,5-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0009
GRAINGER,5 2,5-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0010
GRAINGER,ABSENTEE,ABSENTEE,2004,2004,2004,0,
GRAINGER,EARLY,EARLY,2004,2004,2004,0,
GREENE,01 FOREST HILLS,01 Forest Hills,2004,2004,2004,0,
GREENE,02 FLAG BRANCH,02 Flag Branch,2004,2004,2004,0,
GREENE,03 CANEY BRANCH,03 Caney Branch,2004,2004,2004,0,
GREENE,04 MCDONALD,04 McDonald,2004,2004,2004,0,
GREENE,04 WARRENSBURG,04 Warrensburg,2004,2004,2004,0,
GREENE,05 OREBANK,05 Orebank,2004,2004,2004,0,
GREENE,06 MOHAWK,06 Mohawk,2004,2004,2004,0,
GREENE,07 MT CARMEL,07 Mt. Carmel,2004,2004,2004,0,
GREENE,08 MT PLEASANT,08 Mt. Pleasant,2004,2004,2004,0,
GREENE,09 DEBUSK,09 Debusk,2004,2004,2004,0,
GREENE,1 BAILEYTON,1 Baileyton,2016;2018;2020;2022;2024,2016,2024,1,0001
GREENE,1 FOREST HILLS,1 Forest Hills,2010;2012;2014,2010,2014,0,
GREENE,1 OTTWAY,1 Ottway,2016;2018;2020;2022;2024,2016,2024,1,0014
GREENE,1 WEST PINES,1 West Pines,2016;2018;2020;2022;2024,2016,2024,1,0017
GREENE,10 1 EAST VIEW,10-1 East View,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,10 1 HIGH SCHOOL,10-1 High School,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,10 1 HIGHLAND ROBY,10-1 Highland Roby,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,10 1 TUSCULUM VIEW,10-1 Tusculum View,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,10 2 ANDREW JOHNSON,10-2 Andrew Johnson,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,10 2 COURT HOUSE,10-2 Court House,2004,2004,2004,0,
GREENE,10 2 COURTHOUSE,10-2 Courthouse,2006;2008;2010;2012;2014,2006,2014,0,
GREENE,10 2 MIDDLE SCHOOL,10-2 Middle School,2004;2006;2008;2010;2012;2014,2004,2014,0,
GREENE,11 BAILEYTON,11 Baileyton,2004;2010;2012;2014,2004,2014,0,
GREENE,11 BAILEYTON CORP,11 Baileyton Corp,2010;2012;2014,2010,2014,0,
GREENE,11 WOODLAWN,11 Woodlawn,2004;2010;2012;2014,2004,2014,0,
GREENE,12 HARDINS,12 Hardins,2004;2010;2012;2014,2004,2014,0,
GREENE,13 TUSCULUM CORP,13 Tusculum Corp,2004;2010;2012;2014,2004,2014,0,
GREENE,13 TUSCULUM NORTH,13 Tusculum North,2004;2010;2012;2014,2004,2014,0,
GREENE,13 TUSCULUM SOUTH,13 Tusculum South,2004;2010;2012;2014,2004,2014,0,
GREENE,14 CHUCKEY DOAK,14 Chuckey Doak,2010;2012;2014,2010,2014,0,
GREENE,14 CHUCKY DOAK,14 Chucky Doak,2004,2004,2004,0,
GREENE,15 CHUCKEY,15 Chuckey,2010;2012;2014,2010,2014,0,
GREENE,15 CHUCKY,15 Chucky,2004,2004,2004,0,
GREENE,15 JOCKEY,15 Jockey,2004;2010;2012;2014,2004,2014,0,
GREENE,16 LOST MOUNTAIN,16 Lost Mountain,2004;2010;2012;2014,2004,2014,0,
GREENE,16 UNION TEMPLE,16 Union Temple,2004;2010;2012;2014,2004,2014,0,
GREENE,17 WEST PINES,17 West Pines,2004;2010;2012;2014,2004,2014,0,
GREENE,18 SOUTH GREENE,18 South Greene,2004;2010;2012;2014,2004,2014,0,
GREENE,19 MIDWAY,19 Midway,2004;2010;2012;2014,2004,2014,0,
GREENE,2 CHUCKEY,2 Chuckey,2016;2018;2020;2022;2024,2016,2024,1,0005
GREENE,2 CHUCKEY DOAK,2 Chuckey Doak,2016;2018;2020;2022;2024,2016,2024,1,0003
GREENE,2 FLAG BRANCH,2 Flag Branch,2010;2012;2014,2010,2014,0,
GREENE,20 NEWMANSVILLE,20 Newmansville,2004;2010;2012;2014,2004,2014,0,
GREENE,21 CROSS ANCHOR,21 Cross Anchor,2004;2010;2012;2014,2004,2014,0,
GREENE,22 GREYSTONE,22 Greystone,2004;2010;2012;2014,2004,2014,0,
GREENE,23 MOSHEIM,23 Mosheim,2004;2010;2012;2014,2004,2014,0,
GREENE,23 MOSHEIM CORP,23 Mosheim Corp,2010;2012;2014,2010,2014,0,
GREENE,24 SUNNYSIDE,24 Sunnyside,2004;2010;2012;2014,2004,2014,0,
GREENE,25 GLENWOOD,25 Glenwood,2004;2010;2012;2014,2004,2014,0,
GREENE,3 CANEY BRANCH,3 Caney Branch,2010;2012;2014,2010,2014,0,
GREENE,3 DOAK,3 Doak,2016;2018;2020;2022;2024,2016,2024,1,0007
GREENE,3 TUSCULUM VIEW,3 Tusculum View,2016;2018;2020;2022;2024,2016,2024,1,0016
GREENE,4 CAMP CREEK,4 Camp Creek,2016;2018;2020;2022;2024,2016,2024,1,0002
GREENE,4 COURTHOUSE,4 Courthouse,2016;2018;2020;2022;2024,2016,2024,1,0004
GREENE,4 MCDONALD,4 McDonald,2010;2012;2014,2010,2014,0,
GREENE,4 WARRENSBURG,4 Warrensburg,2010;2012;2014,2010,2014,0,
GREENE,5 DEBUSK,5 Debusk,2016;2018;2020;2022;2024,2016,2024,1,0006
GREENE,5 MIDDLE SCHOOL,5 Middle School,2016;2018;2020;2022;2024,2016,2024,1,0012
GREENE,5 NOLACHUCKEY,5 Nolachuckey,2016;2018;2020;2022;2024,2016,2024,1,0013
GREENE,5 OREBANK,5 Orebank,2010;2012;2014,2010,2014,0,
GREENE,5 SOUTH GREENE,5 South Greene,2016;2018;2020;2022;2024,2016,2024,1,0015
GREENE,6 MCDONALD,6 McDonald,2016;2018;2020;2022;2024,2016,2024,1,0010
GREENE,6 MOHAWK,6 Mohawk,2010;2012;2014,2010,2014,0,
GREENE,6 MOSHEIM,6 Mosheim,2016;2018;2020;2022;2024,2016,2024,1,0011
GREENE,7 GLENWOOD,7 Glenwood,2016;2018;2020;2022;2024,2016,2024,1,0008
GREENE,7 HIGH SCHOOL,7 High School,2016;2018;2020;2022;2024,2016,2024,1,0009
GREENE,7 MT CARMEL,7 Mt. Carmel,2010;2012;2014,2010,2014,0,
GREENE,8 MT PLEASANT,8 Mt. Pleasant,2010;2012;2014,2010,2014,0,
GREENE,9 DEBUSK,9 Debusk,2010;2012;2014,2010,2014,0,
GREENE,ABSENTEE,ABSENTEE,2004,2004,2004,0,
GREENE,BAILEYTON,Baileyton,2006;2008,2006,2008,0,
GREENE,BAILEYTON CORP,Baileyton Corp,2006;2008,2006,2008,0,
GREENE,CANEY BRANCH,Caney Branch,2006;2008,2006,2008,0,
GREENE,CHUCKEY,Chuckey,2008,2008,2008,0,
GREENE,CHUCKEY DOAK,Chuckey Doak,2008,2008,2008,0,
GREENE,CHUCKY,Chucky,2006,2006,2006,0,
GREENE,CHUCKY DOAK,Chucky Doak,2006,2006,2006,0,
GREENE,CROSS ANCHOR,Cross Anchor,2006;2008,2006,2008,0,
GREENE,DEBUSK,Debusk,2006;2008,2006,2008,0,
GREENE,EARLY,EARLY,2004,2004,2004,0,
GREENE,FLAG BRANCH,Flag Branch,2006;2008,2006,2008,0,
GREENE,FOREST HILLS,Forest Hills,2006;2008,2006,2008,0,
GREENE,GLENWOOD,Glenwood,2006;2008,2006,2008,0,
GREENE,GREYSTONE,Greystone,2006;2008,2006,2008,0,
GREENE,HARDINS,Hardins,2006,2006,2006,0,
GREENE,HARDINS 11,Hardins 11,2008,2008,2008,0,
GREENE,HARDINS 5,Hardins 5,2008,2008,2008,0,
GREENE,JOCKEY,Jockey,2006;2008,2006,2008,0,
GREENE,LOST MOUNTAIN,Lost Mountain,2006;2008,2006,2008,0,
GREENE,MCDONALD,McDonald,2006;2008,2006,2008,0,
GREENE,MIDWAY,Midway,2006;2008,2006,2008,0,
GREENE,MOHAWK,Mohawk,2006;2008,2006,2008,0,
GREENE,MOSHEIM,Mosheim,2006;2008,2006,2008,0,
GREENE,MOSHEIM CORP,Mosheim Corp,2006;2008,2006,2008,0,
GREENE,MT CARMEL,Mt. Carmel,2006;2008,2006,2008,0,
GREENE,MT PLEASANT,Mt. Pleasant,2006;2008,2006,2008,0,
GREENE,NEWMANSVILLE,Newmansville,2006;2008,2006,2008,0,
GREENE,OREBANK,Orebank,2006;2008,2006,2008,0,
GREENE,SOUTH GREENE,South Greene,2006;2008,2006,2008,0,
GREENE,SUNNYSIDE,Sunnyside,2006;2008,2006,2008,0,
GREENE,TUSCULUM CORP,Tusculum Corp,2006;2008,2006,2008,0,
GREENE,TUSCULUM NORTH,Tusculum North,2006;2008,2006,2008,0,
GREENE,TUSCULUM SOUTH,Tusculum South,2006;2008,2006,2008,0,
GREENE,UNION TEMPLE,Union Temple,2006;2008,2006,2008,0,
GREENE,WARRENSBURG,Warrensburg,2006;2008,2006,2008,0,
GREENE,WEST PINES,West Pines,2006;2008,2006,2008,0,
GREENE,WOODLAWN,Woodlawn,2006,2006,2006,0,
GREENE,WOODLAWN 11,Woodlawn 11,2008,2008,2008,0,
GREENE,WOODLAWN 5,Woodlawn 5,2008,2008,2008,0,
GRUNDY,ABSENTEE,Absentee,2008;2012,2008,2012,0,
GRUNDY,ALTAMONT,Altamont,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0001
GRUNDY,BEERSHEBA,Beersheba,2004,2004,2004,0,
GRUNDY,BEERSHEBA SPRINGS,Beersheba Springs,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0002
GRUNDY,CENTRAL,Central,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0003
GRUNDY,COALMONT,Coalmont,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0006
GRUNDY,COLLINS,Collins,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0004
GRUNDY,CROSS ROADS,Cross Roads,2004;2006;2008;2010;2012;2014;2016,2004,2016,0,
GRUNDY,GRUETLI,Gruetli,2004,2004,2004,0,
GRUNDY,GRUETLI LAAGER,Gruetli-Laager,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0007
GRUNDY,HUBBARD S COVE,Hubbard's Cove,2004;2006;2008;2010;2012;2014;2016,2004,2016,0,
GRUNDY,MONTEAGLE,Monteagle,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0009
GRUNDY,PALMER,Palmer,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0008
GRUNDY,PAPER BALLOTS,Paper Ballots,2014,2014,2014,0,
GRUNDY,PELHAM,Pelham,2004;2006;2008;2010;2012;2014;2016,2004,2016,0,
GRUNDY,PELHAM VALLEY,Pelham Valley,2018;2020;2022;2024,2018,2024,1,0005
GRUNDY,TARLTON,Tarlton,2004;2006;2008;2010;2012;2014;2016,2004,2016,0,
GRUNDY,TRACY,Tracy,2004,2004,2004,0,
GRUNDY,TRACY CITY,Tracy City,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0010
GRUNDY,Z ABSENTEE,z-ABSENTEE,2004,2004,2004,0,
GRUNDY,Z EARLY,z-EARLY,2004,2004,2004,0,
HAMBLEN,01 1,01-1,2014;2016;2018;2020;2024,2014,2024,1,0001
HAMBLEN,01 1 COURTHOUSE,01-1 Courthouse,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,02 1,02-1,2014;2016;2018;2020;2024,2014,2024,1,0002
HAMBLEN,02 1 MEADOWVIEW MID,02-1 Meadowview Mid,2004;2006;2008,2004,2008,0,
HAMBLEN,02 1 MEADOWVIEW MS,02-1 Meadowview MS,2010;2012,2010,2012,0,
HAMBLEN,03 1,03-1,2014;2016;2018;2020;2024,2014,2024,1,0003
HAMBLEN,03 1 EAST HIGH,03-1 East High,2010;2012,2010,2012,0,
HAMBLEN,03 1 EAST HIGH SCH,03-1 East High Sch,2004;2006;2008,2004,2008,0,
HAMBLEN,04 1,04-1,2014;2016;2018;2020;2024,2014,2024,1,0004
HAMBLEN,04 1 WEST HIGH,04-1 West High,2010;2012,2010,2012,0,
HAMBLEN,04 1 WEST HIGH SCH,04-1 West High Sch,2004;2006;2008,2004,2008,0,
HAMBLEN,05 1,05-1,2014;2016;2018;2020;2024,2014,2024,1,0005
HAMBLEN,05 1 MANLEY IS,05-1 Manley IS,2012,2012,2012,0,
HAMBLEN,05 1 WEST VIEW,05-1 West View,2004;2006;2008,2004,2008,0,
HAMBLEN,05 1 WESTVIEW,05-1 Westview,2010,2010,2010,0,
HAMBLEN,06 1,06-1,2014;2016;2018;2020;2024,2014,2024,1,0006
HAMBLEN,06 1 FAIRVIEW MARG,06-1 Fairview Marg,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,07 1,07-1,2014;2016;2018;2020;2024,2014,2024,1,0007
HAMBLEN,07 1 CHEROKEE PARK,07-1 Cherokee Park,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,08 1,08-1,2014;2016;2018;2020;2024,2014,2024,1,0008
HAMBLEN,08 1 NATIONAL GUARD,08-1 National Guard,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,09 1,09-1,2014;2016;2018;2020;2024,2014,2024,1,0009
HAMBLEN,09 1 RUSSELLVILLE,09-1 Russellville,2004,2004,2004,0,
HAMBLEN,09 1 RUSSELLVILLE PS,09-1 Russellville PS,2006;2008;2010;2012,2006,2012,0,
HAMBLEN,09 2,09-2,2014;2016;2018;2020;2024,2014,2024,1,0010
HAMBLEN,09 2 WHITESBURG ES,09-2 Whitesburg ES,2010;2012,2010,2012,0,
HAMBLEN,09 2 WHITESBURG SCH,09-2 Whitesburg Sch,2004;2006;2008,2004,2008,0,
HAMBLEN,10 1,10-1,2014;2016;2018;2020;2024,2014,2024,1,0011
HAMBLEN,10 1 FISH HATCHERY,10-1 Fish Hatchery,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,10 2,10-2,2014;2016;2018,2014,2018,0,
HAMBLEN,10 2 UNION HEIGHTS,10-2 Union Heights,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,11 1,11-1,2014;2016;2018;2020;2024,2014,2024,1,0012
HAMBLEN,11 1 WEST HIGH,11-1 West High,2010,2010,2010,0,
HAMBLEN,11 1 WEST HIGH SCH,11-1 West High Sch,2004;2006;2008,2004,2008,0,
HAMBLEN,11 1 WESTVIEW,11-1 Westview,2012,2012,2012,0,
HAMBLEN,11 2,11-2,2014;2016;2018;2020;2024,2014,2024,1,0013
HAMBLEN,11 2 WITT SCHOOL,11-2 Witt School,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,12 1,12-1,2014;2016;2018;2020;2024,2014,2024,1,0014
HAMBLEN,12 1 ALPHA ELEM,12-1 Alpha Elem,2004;2006;2008,2004,2008,0,
HAMBLEN,12 1 ALPHA SCHOOL,12-1 Alpha School,2010;2012,2010,2012,0,
HAMBLEN,13 1,13-1,2014;2016;2018;2020;2022;2024,2014,2024,1,0015
HAMBLEN,13 1 CEDAR HILL,13-1 Cedar Hill,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,14 1,14-1,2014;2016;2018;2020;2022;2024,2014,2024,1,0016
HAMBLEN,14 1 MANLEY PRIMARY,14-1 Manley Primary,2004;2006;2008;2010;2012,2004,2012,0,
HAMBLEN,44562,44562,2022,2022,2022,0,
HAMBLEN,44593,44593,2022,2022,2022,0,
HAMBLEN,44621,44621,2022,2022,2022,0,
HAMBLEN,44652,44652,2022,2022,2022,0,
HAMBLEN,44682,44682,2022,2022,2022,0,
HAMBLEN,44713,44713,2022,2022,2022,0,
HAMBLEN,44743,44743,2022,2022,2022,0,
HAMBLEN,44774,44774,2022,2022,2022,0,
HAMBLEN,44805,44805,2022,2022,2022,0,
HAMBLEN,44806,44806,2022,2022,2022,0,
HAMBLEN,44835,44835,2022,2022,2022,0,
HAMBLEN,44866,44866,2022,2022,2022,0,
HAMBLEN,44867,44867,2022,2022,2022,0,
HAMBLEN,44896,44896,2022,2022,2022,0,
HAMBLEN,ABSENTEE,ABSENTEE,2004;2006;2008;2010,2004,2010,0,
HAMBLEN,EARLY,EARLY,2004,2004,2004,0,
HAMBLEN,EARLY VOTING,Early Voting,2006,2006,2006,0,
HAMILTON,001 AIRPORT 1,001 Airport 1,2006;2008;2010,2006,2010,0,
HAMILTON,001 FALLING WATER,001 Falling Water,2020,2020,2020,0,
HAMILTON,002 ALTON PARK,002 Alton Park,2006;2008;2010,2006,2010,0,
HAMILTON,002 SIGNAL MOUNTAIN 2,002 Signal Mountain 2,2020,2020,2020,0,
HAMILTON,003 AMNICOLA,003 Amnicola,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,003 LAKESITE,003 Lakesite,2020,2020,2020,0,
HAMILTON,004 AVONDALE,004 Avondale,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,004 RIVERVIEW,004 Riverview,2020,2020,2020,0,
HAMILTON,005 BONNY OAKS,005 Bonny Oaks,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,005 MURRAY HILLS 1,005 Murray Hills 1,2020,2020,2020,0,
HAMILTON,006 BRAINERD,006 Brainerd,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,006 CONCORD 4,006 Concord 4,2020,2020,2020,0,
HAMILTON,007 BRAINERD HILLS,007 Brainerd Hills,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,007 OOLTEWAH 4,007 Ooltewah 4,2020,2020,2020,0,
HAMILTON,008 BUSHTOWN,008 Bushtown,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,008 SALE CREEK,008 Sale Creek,2020,2020,2020,0,
HAMILTON,009 BAKEWELL 1,009 Bakewell 1,2020,2020,2020,0,
HAMILTON,009 CEDAR HILL,009 Cedar Hill,2006;2008;2010,2006,2010,0,
HAMILTON,010 FLAT TOP MOUNTAIN,010 Flat Top Mountain,2020,2020,2020,0,
HAMILTON,011 BAKEWELL 2,011 Bakewell 2,2020,2020,2020,0,
HAMILTON,011 CLIFTON HILLS 1,011 Clifton Hills 1,2006;2008;2010,2006,2010,0,
HAMILTON,012 CONCORD 1,012 Concord 1,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,012 SODDY DAISY 1,012 Soddy Daisy 1,2020,2020,2020,0,
HAMILTON,013 BAKEWELL 3,013 Bakewell 3,2020,2020,2020,0,
HAMILTON,013 COURTHOUSE,013 Courthouse,2006;2008;2010,2006,2010,0,
HAMILTON,014 DALEWOOD,014 Dalewood,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,014 MOWBRAY,014 Mowbray,2020,2020,2020,0,
HAMILTON,015 DALLAS 1,015 Dallas 1,2020,2020,2020,0,
HAMILTON,015 DOWNTOWN,015 Downtown,2006;2008;2010,2006,2010,0,
HAMILTON,016 DALLAS 2,016 Dallas 2,2020,2020,2020,0,
HAMILTON,016 DUPONT,016 DuPont,2006;2008;2010,2006,2010,0,
HAMILTON,017 EAST BRAINERD 1,017 East Brainerd 1,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,017 SODDY DAISY 2,017 Soddy Daisy 2,2020,2020,2020,0,
HAMILTON,018 E CHATTANOOGA 1,018 E Chattanooga 1,2006;2008;2010;2012,2006,2012,0,
HAMILTON,018 EAST CHATTANOOGA 1,018 East Chattanooga 1,2014;2016;2018,2014,2018,0,
HAMILTON,018 SODDY DAISY 3,018 Soddy Daisy 3,2020,2020,2020,0,
HAMILTON,019 EAST LAKE,019 East Lake,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,019 NORTHWOODS 2,019 Northwoods 2,2020,2020,2020,0,
HAMILTON,020 EAST SIDE 1,020 East Side 1,2006;2008;2010,2006,2010,0,
HAMILTON,020 NORTHWOODS 1,020 Northwoods 1,2020,2020,2020,0,
HAMILTON,021 EASTDALE 1,021 Eastdale 1,2006;2008;2010,2006,2010,0,
HAMILTON,021 FAIRMOUNT 1,021 Fairmount 1,2020,2020,2020,0,
HAMILTON,022 SIGNAL MOUNTAIN 1,022 Signal Mountain 1,2020,2020,2020,0,
HAMILTON,023 GLENWOOD,023 Glenwood,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,023 WALDEN,023 Walden,2020,2020,2020,0,
HAMILTON,024 HIGHLAND PARK,024 Highland Park,2006;2008;2010,2006,2010,0,
HAMILTON,024 VALDEAU 1,024 Valdeau 1,2020,2020,2020,0,
HAMILTON,025 HIXSON 1,025 Hixson 1,2006;2008;2010;2014;2016;2018,2006,2018,0,
HAMILTON,025 VALDEAU 2,025 Valdeau 2,2020,2020,2020,0,
HAMILTON,026 HOWARD,026 Howard,2006;2008;2010,2006,2010,0,
HAMILTON,026 MOUNTAIN CREEK 1,026 Mountain Creek 1,2020,2020,2020,0,
HAMILTON,027 FAIRMOUNT 2,027 Fairmount 2,2020,2020,2020,0,
HAMILTON,027 KINGSPOINT,027 Kingspoint,2006;2008;2010,2006,2010,0,
HAMILTON,028 LAKE HILLS,028 Lake Hills,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,028 RED BANK 3,028 Red Bank 3,2020,2020,2020,0,
HAMILTON,029 LUPTON CITY,029 Lupton City,2006;2008;2010;2012;2014;2016;2020,2006,2020,0,
HAMILTON,029 LUPTON CITY 1,029 Lupton City 1,2018,2018,2018,0,
HAMILTON,030 STUART HEIGHTS,030 Stuart Heights,2020,2020,2020,0,
HAMILTON,031 MISSIONARY RIDGE,031 Missionary Ridge,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,031 MOUNTAIN CREEK 2,031 Mountain Creek 2,2020,2020,2020,0,
HAMILTON,032 MOCCASIN BEND,032 Moccasin Bend,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,032 MOUNTAIN CREEK 3,032 Mountain Creek 3,2020,2020,2020,0,
HAMILTON,033 LOOKOUT VALLEY 1,033 Lookout Valley 1,2020,2020,2020,0,
HAMILTON,033 MOUNTAIN CREEK 1,033 Mountain Creek 1,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,034 LOOKOUT VALLEY 2,034 Lookout Valley 2,2020,2020,2020,0,
HAMILTON,034 MURRAY HILLS,034 Murray Hills,2006;2008;2010,2006,2010,0,
HAMILTON,035 LOOKOUT MOUNTAIN,035 Lookout Mountain,2020,2020,2020,0,
HAMILTON,035 N CHATTANOOGA 1,035 N. Chattanooga 1,2006;2008;2010;2012,2006,2012,0,
HAMILTON,035 NORTH CHATTANOOGA 1,035 North Chattanooga 1,2014;2016;2018,2014,2018,0,
HAMILTON,036 NORTHGATE,036 Northgate,2006;2008;2010,2006,2010,0,
HAMILTON,036 ST ELMO 1,036 St. Elmo 1,2020,2020,2020,0,
HAMILTON,037 NORTHWOODS 1,037 Northwoods 1,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
HAMILTON,037 ST ELMO 2,037 St. Elmo 2,2020,2020,2020,0,
HAMILTON,038 DOWNTOWN 2,038 Downtown 2,2020,2020,2020,0,
