year,county,county_norm,precinct,precinct_norm,precinct_token,source_file,rows,votes_sum
2008,ROBERTSON,ROBERTSON,03-1 So Haven Christ,03 1 SO HAVEN CHRIST,03,20081104__tn__general__precinct.csv,22,7008
2008,ROBERTSON,ROBERTSON,03-2 Bethlehem Bapt,03 2 BETHLEHEM BAPT,03,20081104__tn__general__precinct.csv,20,3125
2008,ROBERTSON,ROBERTSON,04-1 Ridgetop Advent,04 1 RIDGETOP ADVENT,04,20081104__tn__general__precinct.csv,22,11261
2008,ROBERTSON,ROBERTSON,05-1 Green Ridge,05 1 GREEN RIDGE,05,20081104__tn__general__precinct.csv,21,10759
2008,ROBERTSON,ROBERTSON,06-1 Coopertown Sch,06 1 COOPERTOWN SCH,06,20081104__tn__general__precinct.csv,20,8459
2008,ROBERTSON,ROBERTSON,06-2 Mt. Sharon C.P.,06 2 MT SHARON C P,06,20081104__tn__general__precinct.csv,21,5463
2008,ROBERTSON,ROBERTSON,07-1 Adams Methodist,07 1 ADAMS METHODIST,07,20081104__tn__general__precinct.csv,22,3373
2008,ROBERTSON,ROBERTSON,07-2 Cedar Hill CC,07 2 CEDAR HILL CC,07,20081104__tn__general__precinct.csv,19,4778
2008,ROBERTSON,ROBERTSON,07-3 Stroudsville Ch,07 3 STROUDSVILLE CH,07,20081104__tn__general__precinct.csv,20,2637
2008,ROBERTSON,ROBERTSON,08-1 Krisle School,08 1 KRISLE SCHOOL,08,20081104__tn__general__precinct.csv,19,2691
2008,ROBERTSON,ROBERTSON,08-2 H.A.T.S.,08 2 H A T S,08,20081104__tn__general__precinct.csv,20,2896
2008,ROBERTSON,ROBERTSON,08-3 Owens Chapel,08 3 OWENS CHAPEL,08,20081104__tn__general__precinct.csv,19,3326
2008,ROBERTSON,ROBERTSON,09-1 Robertson Fair,09 1 ROBERTSON FAIR,09,20081104__tn__general__precinct.csv,20,10376
2008,ROBERTSON,ROBERTSON,10-1 OLOL Catholic,10 1 OLOL CATHOLIC,10,20081104__tn__general__precinct.csv,22,8638
2008,ROBERTSON,ROBERTSON,11-1 Westside Sch,11 1 WESTSIDE SCH,11,20081104__tn__general__precinct.csv,20,10349
2008,ROBERTSON,ROBERTSON,12-1 Bransford Sch,12 1 BRANSFORD SCH,12,20081104__tn__general__precinct.csv,21,4936
2008,ROBERTSON,ROBERTSON,Absentee,ABSENTEE,ABSENTEE,20081104__tn__general__precinct.csv,17,2713
2008,RUTHERFORD,RUTHERFORD,1-1 LaVergne,1 1 LAVERGNE,1,20081104__tn__general__precinct.csv,20,6368
2008,RUTHERFORD,RUTHERFORD,1-2 Roy Waldron,1 2 ROY WALDRON,1,20081104__tn__general__precinct.csv,20,16944
2008,RUTHERFORD,RUTHERFORD,10-1 Cedar Grove,10 1 CEDAR GROVE,10,20081104__tn__general__precinct.csv,19,12645
2008,RUTHERFORD,RUTHERFORD,10-2 Stewartsboro,10 2 STEWARTSBORO,10,20081104__tn__general__precinct.csv,19,10640
2008,RUTHERFORD,RUTHERFORD,10-3 Rock Springs ES,10 3 ROCK SPRINGS ES,10,20081104__tn__general__precinct.csv,20,7153
2008,RUTHERFORD,RUTHERFORD,11-1 Smyrna Middle,11 1 SMYRNA MIDDLE,11,20081104__tn__general__precinct.csv,22,14717
2008,RUTHERFORD,RUTHERFORD,12-1 TN Rehab,12 1 TN REHAB,12,20081104__tn__general__precinct.csv,24,16857
2008,RUTHERFORD,RUTHERFORD,13-1 Bellwood School,13 1 BELLWOOD SCHOOL,13,20081104__tn__general__precinct.csv,24,6335
2008,RUTHERFORD,RUTHERFORD,13-2 World Outreach,13 2 WORLD OUTREACH,13,20081104__tn__general__precinct.csv,18,15427
2008,RUTHERFORD,RUTHERFORD,14-1 Northfield ES,14 1 NORTHFIELD ES,14,20081104__tn__general__precinct.csv,23,9406
2008,RUTHERFORD,RUTHERFORD,14-2 Siegel ES,14 2 SIEGEL ES,14,20081104__tn__general__precinct.csv,23,12551
2008,RUTHERFORD,RUTHERFORD,15-1 Kingwood CoC,15 1 KINGWOOD COC,15,20081104__tn__general__precinct.csv,23,25497
2008,RUTHERFORD,RUTHERFORD,16-1 Central Mid Sch,16 1 CENTRAL MID SCH,16,20081104__tn__general__precinct.csv,24,8382
2008,RUTHERFORD,RUTHERFORD,16-2 M Neilson Elem,16 2 M NEILSON ELEM,16,20081104__tn__general__precinct.csv,23,4279
2008,RUTHERFORD,RUTHERFORD,17-1 No Blvd CoC,17 1 NO BLVD COC,17,20081104__tn__general__precinct.csv,22,18822
2008,RUTHERFORD,RUTHERFORD,18-1 Patterson Park,18 1 PATTERSON PARK,18,20081104__tn__general__precinct.csv,24,8997
2008,RUTHERFORD,RUTHERFORD,18-2 Wilderness II,18 2 WILDERNESS II,18,20081104__tn__general__precinct.csv,22,11937
2008,RUTHERFORD,RUTHERFORD,18-3 Wilderness III,18 3 WILDERNESS III,18,20081104__tn__general__precinct.csv,19,4143
2008,RUTHERFORD,RUTHERFORD,19-1 Mitchell N Prim,19 1 MITCHELL N PRIM,19,20081104__tn__general__precinct.csv,24,11850
2008,RUTHERFORD,RUTHERFORD,19-2 Siegel Mid Sch,19 2 SIEGEL MID SCH,19,20081104__tn__general__precinct.csv,23,10384
2008,RUTHERFORD,RUTHERFORD,19-3 Lane Agri-Park,19 3 LANE AGRI PARK,19,20081104__tn__general__precinct.csv,14,530
2008,RUTHERFORD,RUTHERFORD,2-1 Lascassas,2 1 LASCASSAS,2,20081104__tn__general__precinct.csv,22,6288
2008,RUTHERFORD,RUTHERFORD,2-2 Walter Hill,2 2 WALTER HILL,2,20081104__tn__general__precinct.csv,24,16247
2008,RUTHERFORD,RUTHERFORD,2-3 Milton,2 3 MILTON,2,20081104__tn__general__precinct.csv,18,2373
2008,RUTHERFORD,RUTHERFORD,20-1 Creekmont,20 1 CREEKMONT,20,20081104__tn__general__precinct.csv,21,7433
2008,RUTHERFORD,RUTHERFORD,20-2 Blackman Middle,20 2 BLACKMAN MIDDLE,20,20081104__tn__general__precinct.csv,21,15652
2008,RUTHERFORD,RUTHERFORD,21-1 Hobgood School,21 1 HOBGOOD SCHOOL,21,20081104__tn__general__precinct.csv,22,16095
2008,RUTHERFORD,RUTHERFORD,3-1 Leanna,3 1 LEANNA,3,20081104__tn__general__precinct.csv,20,7567
2008,RUTHERFORD,RUTHERFORD,3-2 Nissan Activity,3 2 NISSAN ACTIVITY,3,20081104__tn__general__precinct.csv,24,7124
2008,RUTHERFORD,RUTHERFORD,3-3 Wilson ES,3 3 WILSON ES,3,20081104__tn__general__precinct.csv,19,4419
2008,RUTHERFORD,RUTHERFORD,3-4 Florence Baptist,3 4 FLORENCE BAPTIST,3,20081104__tn__general__precinct.csv,15,610
2008,RUTHERFORD,RUTHERFORD,4-1 Advent Lutheran,4 1 ADVENT LUTHERAN,4,20081104__tn__general__precinct.csv,21,6106
2008,RUTHERFORD,RUTHERFORD,4-2 Bud's Tire Shop,4 2 BUD S TIRE SHOP,4,20081104__tn__general__precinct.csv,20,3720
2008,RUTHERFORD,RUTHERFORD,4-3 Kittrell ES,4 3 KITTRELL ES,4,20081104__tn__general__precinct.csv,19,2978
2008,RUTHERFORD,RUTHERFORD,4-4 Oakland HS,4 4 OAKLAND HS,4,20081104__tn__general__precinct.csv,22,4544
2008,RUTHERFORD,RUTHERFORD,5-1 LaVergne FBC,5 1 LAVERGNE FBC,5,20081104__tn__general__precinct.csv,22,17849
2008,RUTHERFORD,RUTHERFORD,6-1 Buchanan,6 1 BUCHANAN,6,20081104__tn__general__precinct.csv,19,6625
2008,RUTHERFORD,RUTHERFORD,6-2 Christiana MS,6 2 CHRISTIANA MS,6,20081104__tn__general__precinct.csv,22,11860
2008,RUTHERFORD,RUTHERFORD,6-3 Kittrell ES,6 3 KITTRELL ES,6,20081104__tn__general__precinct.csv,20,3401
2008,RUTHERFORD,RUTHERFORD,7-1 Blackman ES,7 1 BLACKMAN ES,7,20081104__tn__general__precinct.csv,20,4013
2008,RUTHERFORD,RUTHERFORD,7-2 Riverdale HS,7 2 RIVERDALE HS,7,20081104__tn__general__precinct.csv,20,10716
2008,RUTHERFORD,RUTHERFORD,7-3 MTEMC,7 3 MTEMC,7,20081104__tn__general__precinct.csv,21,10823
2008,RUTHERFORD,RUTHERFORD,8-1 Blackman UMC,8 1 BLACKMAN UMC,8,20081104__tn__general__precinct.csv,21,10550
2008,RUTHERFORD,RUTHERFORD,8-2 Eagleville,8 2 EAGLEVILLE,8,20081104__tn__general__precinct.csv,20,3356
2008,RUTHERFORD,RUTHERFORD,8-3 Lebanon Camp,8 3 LEBANON CAMP,8,20081104__tn__general__precinct.csv,19,4573
2008,RUTHERFORD,RUTHERFORD,8-4 Rockvale,8 4 ROCKVALE,8,20081104__tn__general__precinct.csv,21,4753
2008,RUTHERFORD,RUTHERFORD,9-1 Stewarts Creek,9 1 STEWARTS CREEK,9,20081104__tn__general__precinct.csv,18,13124
2008,RUTHERFORD,RUTHERFORD,9-2 Giles Creek,9 2 GILES CREEK,9,20081104__tn__general__precinct.csv,18,7500
2008,SCOTT,SCOTT,1-1 Fairview,1 1 FAIRVIEW,1,20081104__tn__general__precinct.csv,23,3484
2008,SCOTT,SCOTT,2-1 Elgin,2 1 ELGIN,2,20081104__tn__general__precinct.csv,21,1620
2008,SCOTT,SCOTT,2-2 Robbins,2 2 ROBBINS,2,20081104__tn__general__precinct.csv,20,1885
2008,SCOTT,SCOTT,3-1 Huntsville,3 1 HUNTSVILLE,3,20081104__tn__general__precinct.csv,21,3049
2008,SCOTT,SCOTT,3-2 Paint Rock,3 2 PAINT ROCK,3,20081104__tn__general__precinct.csv,16,804
2008,SCOTT,SCOTT,4-1 Helenwood,4 1 HELENWOOD,4,20081104__tn__general__precinct.csv,23,4037
2008,SCOTT,SCOTT,5-1 Pine Hill,5 1 PINE HILL,5,20081104__tn__general__precinct.csv,17,1582
2008,SCOTT,SCOTT,5-2 Winfield,5 2 WINFIELD,5,20081104__tn__general__precinct.csv,24,2687
2008,SCOTT,SCOTT,6-1 Oneida,6 1 ONEIDA,6,20081104__tn__general__precinct.csv,21,3740
2008,SCOTT,SCOTT,7-1 West Oneida,7 1 WEST ONEIDA,7,20081104__tn__general__precinct.csv,23,5219
2008,SCOTT,SCOTT,Absentee,ABSENTEE,ABSENTEE,20081104__tn__general__precinct.csv,10,1063
2008,SEQUATCHIE,SEQUATCHIE,1 Lewis Chapel,1 LEWIS CHAPEL,1,20081104__tn__general__precinct.csv,20,2659
2008,SEQUATCHIE,SEQUATCHIE,1 Welch Chapel,1 WELCH CHAPEL,1,20081104__tn__general__precinct.csv,21,1356
2008,SEQUATCHIE,SEQUATCHIE,2 Cagle,2 CAGLE,2,20081104__tn__general__precinct.csv,22,2070
2008,SEQUATCHIE,SEQUATCHIE,2 Fredonia,2 FREDONIA,2,20081104__tn__general__precinct.csv,22,1629
2008,SEQUATCHIE,SEQUATCHIE,3 Electric Co-op,3 ELECTRIC CO OP,3,20081104__tn__general__precinct.csv,23,3050
2008,SEQUATCHIE,SEQUATCHIE,4 Courthouse Annex,4 COURTHOUSE ANNEX,4,20081104__tn__general__precinct.csv,24,2054
2008,SEQUATCHIE,SEQUATCHIE,5 Chapel Hill,5 CHAPEL HILL,5,20081104__tn__general__precinct.csv,22,3948
2008,SEQUATCHIE,SEQUATCHIE,6 Daus,6 DAUS,6,20081104__tn__general__precinct.csv,23,2672
2008,SEQUATCHIE,SEQUATCHIE,7 High School,7 HIGH SCHOOL,7,20081104__tn__general__precinct.csv,22,2272
2008,SEQUATCHIE,SEQUATCHIE,8 Lone Oak,8 LONE OAK,8,20081104__tn__general__precinct.csv,23,3190
2008,SEVIER,SEVIER,1-1 Caton's Chapel,1 1 CATON S CHAPEL,1,20081104__tn__general__precinct.csv,22,6870
2008,SEVIER,SEVIER,1-2 Jones Cove,1 2 JONES COVE,1,20081104__tn__general__precinct.csv,22,4505
2008,SEVIER,SEVIER,10-1 Boyds Creek,10 1 BOYDS CREEK,10,20081104__tn__general__precinct.csv,25,8520
2008,SEVIER,SEVIER,10-2 Adult HS Whites,10 2 ADULT HS WHITES,10,20081104__tn__general__precinct.csv,21,1372
2008,SEVIER,SEVIER,10-3 DuPont CC,10 3 DUPONT CC,10,20081104__tn__general__precinct.csv,22,4403
2008,SEVIER,SEVIER,11-1 Gatlinburg Amer,11 1 GATLINBURG AMER,11,20081104__tn__general__precinct.csv,25,10141
2008,SEVIER,SEVIER,11-2 Pittman Center,11 2 PITTMAN CENTER,11,20081104__tn__general__precinct.csv,20,2671
2008,SEVIER,SEVIER,2-1 Wearwood School,2 1 WEARWOOD SCHOOL,2,20081104__tn__general__precinct.csv,24,7055
2008,SEVIER,SEVIER,2-2 Waldens Creek,2 2 WALDENS CREEK,2,20081104__tn__general__precinct.csv,24,4890
2008,SEVIER,SEVIER,3-1 New Center,3 1 NEW CENTER,3,20081104__tn__general__precinct.csv,23,8333
2008,SEVIER,SEVIER,3-2 Harrisburg,3 2 HARRISBURG,3,20081104__tn__general__precinct.csv,24,5055
2008,SEVIER,SEVIER,4-1 Pigeon Forge CH,4 1 PIGEON FORGE CH,4,20081104__tn__general__precinct.csv,23,16230
2008,SEVIER,SEVIER,5-1 Sevierville Mid,5 1 SEVIERVILLE MID,5,20081104__tn__general__precinct.csv,24,10025
2008,SEVIER,SEVIER,5-2 Senior Center,5 2 SENIOR CENTER,5,20081104__tn__general__precinct.csv,22,5787
2008,SEVIER,SEVIER,6-1 Seymour Intmdte,6 1 SEYMOUR INTMDTE,6,20081104__tn__general__precinct.csv,25,16362
2008,SEVIER,SEVIER,7-1 Catlettsburg,7 1 CATLETTSBURG,7,20081104__tn__general__precinct.csv,25,5753
2008,SEVIER,SEVIER,7-2 VM Warehouse,7 2 VM WAREHOUSE,7,20081104__tn__general__precinct.csv,22,4152
2008,SEVIER,SEVIER,8-1 Kodak,8 1 KODAK,8,20081104__tn__general__precinct.csv,19,10860
2008,SEVIER,SEVIER,8-2 Underwood,8 2 UNDERWOOD,8,20081104__tn__general__precinct.csv,19,5314
2008,SEVIER,SEVIER,9-1 Seymour Primary,9 1 SEYMOUR PRIMARY,9,20081104__tn__general__precinct.csv,26,12885
2008,SHELBY,SHELBY,Arlington,ARLINGTON,ARLINGTON,20081104__tn__general__precinct.csv,20,20359
2008,SHELBY,SHELBY,Bartlett 01,BARTLETT 01,BARTLETT,20081104__tn__general__precinct.csv,21,8169
2008,SHELBY,SHELBY,Bartlett 02,BARTLETT 02,BARTLETT,20081104__tn__general__precinct.csv,19,6573
2008,SHELBY,SHELBY,Bartlett 03,BARTLETT 03,BARTLETT,20081104__tn__general__precinct.csv,18,9189
2008,SHELBY,SHELBY,Bartlett 04,BARTLETT 04,BARTLETT,20081104__tn__general__precinct.csv,19,12814
2008,SHELBY,SHELBY,Bartlett 05,BARTLETT 05,BARTLETT,20081104__tn__general__precinct.csv,19,9925
2008,SHELBY,SHELBY,Bartlett 06,BARTLETT 06,BARTLETT,20081104__tn__general__precinct.csv,16,2821
2008,SHELBY,SHELBY,Bartlett 08,BARTLETT 08,BARTLETT,20081104__tn__general__precinct.csv,18,8315
2008,SHELBY,SHELBY,Bartlett 09,BARTLETT 09,BARTLETT,20081104__tn__general__precinct.csv,16,5370
2008,SHELBY,SHELBY,Bartlett 10,BARTLETT 10,BARTLETT,20081104__tn__general__precinct.csv,18,14878
2008,SHELBY,SHELBY,Bartlett 11,BARTLETT 11,BARTLETT,20081104__tn__general__precinct.csv,18,8043
2008,SHELBY,SHELBY,Bartlett 12,BARTLETT 12,BARTLETT,20081104__tn__general__precinct.csv,18,22761
2008,SHELBY,SHELBY,Brunswick 01,BRUNSWICK 01,BRUNSWICK,20081104__tn__general__precinct.csv,16,6966
2008,SHELBY,SHELBY,Brunswick 02,BRUNSWICK 02,BRUNSWICK,20081104__tn__general__precinct.csv,17,13032
2008,SHELBY,SHELBY,Capleville 01,CAPLEVILLE 01,CAPLEVILLE,20081104__tn__general__precinct.csv,16,4212
2008,SHELBY,SHELBY,Capleville 05,CAPLEVILLE 05,CAPLEVILLE,20081104__tn__general__precinct.csv,13,1210
2008,SHELBY,SHELBY,Collierville 01,COLLIERVILLE 01,COLLIERVILLE,20081104__tn__general__precinct.csv,19,17649
2008,SHELBY,SHELBY,Collierville 02,COLLIERVILLE 02,COLLIERVILLE,20081104__tn__general__precinct.csv,21,8764
2008,SHELBY,SHELBY,Collierville 03,COLLIERVILLE 03,COLLIERVILLE,20081104__tn__general__precinct.csv,17,11034
2008,SHELBY,SHELBY,Collierville 04,COLLIERVILLE 04,COLLIERVILLE,20081104__tn__general__precinct.csv,18,11149
2008,SHELBY,SHELBY,Collierville 05,COLLIERVILLE 05,COLLIERVILLE,20081104__tn__general__precinct.csv,17,6903
2008,SHELBY,SHELBY,Collierville 06,COLLIERVILLE 06,COLLIERVILLE,20081104__tn__general__precinct.csv,17,27531
2008,SHELBY,SHELBY,Collierville 07,COLLIERVILLE 07,COLLIERVILLE,20081104__tn__general__precinct.csv,18,7117
2008,SHELBY,SHELBY,Cordova 02,CORDOVA 02,CORDOVA,20081104__tn__general__precinct.csv,20,8804
2008,SHELBY,SHELBY,Cordova 03,CORDOVA 03,CORDOVA,20081104__tn__general__precinct.csv,18,8568
2008,SHELBY,SHELBY,Cordova 04,CORDOVA 04,CORDOVA,20081104__tn__general__precinct.csv,22,11283
2008,SHELBY,SHELBY,Cordova 05,CORDOVA 05,CORDOVA,20081104__tn__general__precinct.csv,19,7963
2008,SHELBY,SHELBY,Cordova 06,CORDOVA 06,CORDOVA,20081104__tn__general__precinct.csv,17,10861
2008,SHELBY,SHELBY,Cordova 08,CORDOVA 08,CORDOVA,20081104__tn__general__precinct.csv,18,4786
2008,SHELBY,SHELBY,Cordova 09,CORDOVA 09,CORDOVA,20081104__tn__general__precinct.csv,17,9534
2008,SHELBY,SHELBY,Cordova 10,CORDOVA 10,CORDOVA,20081104__tn__general__precinct.csv,18,14578
2008,SHELBY,SHELBY,Eads,EADS,EADS,20081104__tn__general__precinct.csv,17,6114
2008,SHELBY,SHELBY,Forest Hills,FOREST HILLS,FOREST,20081104__tn__general__precinct.csv,18,17331
2008,SHELBY,SHELBY,Germantown 01,GERMANTOWN 01,GERMANTOWN,20081104__tn__general__precinct.csv,16,5960
2008,SHELBY,SHELBY,Germantown 02,GERMANTOWN 02,GERMANTOWN,20081104__tn__general__precinct.csv,16,6836
2008,SHELBY,SHELBY,Germantown 03,GERMANTOWN 03,GERMANTOWN,20081104__tn__general__precinct.csv,15,4653
2008,SHELBY,SHELBY,Germantown 04,GERMANTOWN 04,GERMANTOWN,20081104__tn__general__precinct.csv,17,13839
2008,SHELBY,SHELBY,Germantown 05,GERMANTOWN 05,GERMANTOWN,20081104__tn__general__precinct.csv,16,8055
2008,SHELBY,SHELBY,Germantown 06,GERMANTOWN 06,GERMANTOWN,20081104__tn__general__precinct.csv,21,7708
2008,SHELBY,SHELBY,Germantown 07,GERMANTOWN 07,GERMANTOWN,20081104__tn__general__precinct.csv,16,5039
2008,SHELBY,SHELBY,Germantown 08,GERMANTOWN 08,GERMANTOWN,20081104__tn__general__precinct.csv,16,6698
2008,SHELBY,SHELBY,Germantown 09,GERMANTOWN 09,GERMANTOWN,20081104__tn__general__precinct.csv,16,5936
2008,SHELBY,SHELBY,Germantown 10,GERMANTOWN 10,GERMANTOWN,20081104__tn__general__precinct.csv,17,9445
2008,SHELBY,SHELBY,Germantown 11,GERMANTOWN 11,GERMANTOWN,20081104__tn__general__precinct.csv,17,11928
2008,SHELBY,SHELBY,Germantown 12,GERMANTOWN 12,GERMANTOWN,20081104__tn__general__precinct.csv,15,3483
2008,SHELBY,SHELBY,Kerrville,KERRVILLE,KERRVILLE,20081104__tn__general__precinct.csv,18,5403
2008,SHELBY,SHELBY,Lakeland 01,LAKELAND 01,LAKELAND,20081104__tn__general__precinct.csv,18,15129
2008,SHELBY,SHELBY,Lakeland 02,LAKELAND 02,LAKELAND,20081104__tn__general__precinct.csv,17,7831
2008,SHELBY,SHELBY,Locke,LOCKE,LOCKE,20081104__tn__general__precinct.csv,16,4398
2008,SHELBY,SHELBY,Lucy 01,LUCY 01,LUCY,20081104__tn__general__precinct.csv,18,2086
2008,SHELBY,SHELBY,Lucy 02,LUCY 02,LUCY,20081104__tn__general__precinct.csv,13,1266
2008,SHELBY,SHELBY,Lucy 03,LUCY 03,LUCY,20081104__tn__general__precinct.csv,17,4661
2008,SHELBY,SHELBY,McConnell's,MCCONNELL S,MCCONNELL,20081104__tn__general__precinct.csv,18,7141
2008,SHELBY,SHELBY,Memphis 01,MEMPHIS 01,MEMPHIS,20081104__tn__general__precinct.csv,22,9541
2008,SHELBY,SHELBY,Memphis 02,MEMPHIS 02,MEMPHIS,20081104__tn__general__precinct.csv,20,7782
2008,SHELBY,SHELBY,Memphis 07,MEMPHIS 07,MEMPHIS,20081104__tn__general__precinct.csv,17,2246
2008,SHELBY,SHELBY,Memphis 11,MEMPHIS 11,MEMPHIS,20081104__tn__general__precinct.csv,18,3668
2008,SHELBY,SHELBY,Memphis 12,MEMPHIS 12,MEMPHIS,20081104__tn__general__precinct.csv,18,2561
2008,SHELBY,SHELBY,Memphis 13-1,MEMPHIS 13 1,MEMPHIS,20081104__tn__general__precinct.csv,14,726
2008,SHELBY,SHELBY,Memphis 13-2,MEMPHIS 13 2,MEMPHIS,20081104__tn__general__precinct.csv,20,2578
2008,SHELBY,SHELBY,Memphis 16-1,MEMPHIS 16 1,MEMPHIS,20081104__tn__general__precinct.csv,18,7885
2008,SHELBY,SHELBY,Memphis 16-3,MEMPHIS 16 3,MEMPHIS,20081104__tn__general__precinct.csv,20,6929
2008,SHELBY,SHELBY,Memphis 17,MEMPHIS 17,MEMPHIS,20081104__tn__general__precinct.csv,21,5215
2008,SHELBY,SHELBY,Memphis 20-1,MEMPHIS 20 1,MEMPHIS,20081104__tn__general__precinct.csv,20,9673
2008,SHELBY,SHELBY,Memphis 20-3,MEMPHIS 20 3,MEMPHIS,20081104__tn__general__precinct.csv,19,2053
2008,SHELBY,SHELBY,Memphis 21-1,MEMPHIS 21 1,MEMPHIS,20081104__tn__general__precinct.csv,19,3750
2008,SHELBY,SHELBY,Memphis 21-2,MEMPHIS 21 2,MEMPHIS,20081104__tn__general__precinct.csv,20,3051
2008,SHELBY,SHELBY,Memphis 21-3,MEMPHIS 21 3,MEMPHIS,20081104__tn__general__precinct.csv,17,1724
2008,SHELBY,SHELBY,Memphis 22,MEMPHIS 22,MEMPHIS,20081104__tn__general__precinct.csv,17,1760
2008,SHELBY,SHELBY,Memphis 25-1,MEMPHIS 25 1,MEMPHIS,20081104__tn__general__precinct.csv,19,2433
2008,SHELBY,SHELBY,Memphis 25-2,MEMPHIS 25 2,MEMPHIS,20081104__tn__general__precinct.csv,20,3773
2008,SHELBY,SHELBY,Memphis 26-1,MEMPHIS 26 1,MEMPHIS,20081104__tn__general__precinct.csv,18,4114
2008,SHELBY,SHELBY,Memphis 26-2,MEMPHIS 26 2,MEMPHIS,20081104__tn__general__precinct.csv,17,3200
2008,SHELBY,SHELBY,Memphis 26-3,MEMPHIS 26 3,MEMPHIS,20081104__tn__general__precinct.csv,16,1224
2008,SHELBY,SHELBY,Memphis 27,MEMPHIS 27,MEMPHIS,20081104__tn__general__precinct.csv,19,4202
2008,SHELBY,SHELBY,Memphis 28-1,MEMPHIS 28 1,MEMPHIS,20081104__tn__general__precinct.csv,18,3025
2008,SHELBY,SHELBY,Memphis 28-2,MEMPHIS 28 2,MEMPHIS,20081104__tn__general__precinct.csv,19,2817
2008,SHELBY,SHELBY,Memphis 29-1,MEMPHIS 29 1,MEMPHIS,20081104__tn__general__precinct.csv,20,4807
2008,SHELBY,SHELBY,Memphis 29-2,MEMPHIS 29 2,MEMPHIS,20081104__tn__general__precinct.csv,18,3092
2008,SHELBY,SHELBY,Memphis 30,MEMPHIS 30,MEMPHIS,20081104__tn__general__precinct.csv,21,4076
2008,SHELBY,SHELBY,Memphis 31-1,MEMPHIS 31 1,MEMPHIS,20081104__tn__general__precinct.csv,19,3627
2008,SHELBY,SHELBY,Memphis 31-2,MEMPHIS 31 2,MEMPHIS,20081104__tn__general__precinct.csv,19,3320
2008,SHELBY,SHELBY,Memphis 31-4,MEMPHIS 31 4,MEMPHIS,20081104__tn__general__precinct.csv,17,4080
2008,SHELBY,SHELBY,Memphis 32,MEMPHIS 32,MEMPHIS,20081104__tn__general__precinct.csv,19,2947
2008,SHELBY,SHELBY,Memphis 33,MEMPHIS 33,MEMPHIS,20081104__tn__general__precinct.csv,21,2634
2008,SHELBY,SHELBY,Memphis 34-1,MEMPHIS 34 1,MEMPHIS,20081104__tn__general__precinct.csv,15,3507
2008,SHELBY,SHELBY,Memphis 34-2,MEMPHIS 34 2,MEMPHIS,20081104__tn__general__precinct.csv,16,2809
2008,SHELBY,SHELBY,Memphis 35-1,MEMPHIS 35 1,MEMPHIS,20081104__tn__general__precinct.csv,17,1085
2008,SHELBY,SHELBY,Memphis 35-2,MEMPHIS 35 2,MEMPHIS,20081104__tn__general__precinct.csv,18,2811
2008,SHELBY,SHELBY,Memphis 35-3,MEMPHIS 35 3,MEMPHIS,20081104__tn__general__precinct.csv,17,1676
2008,SHELBY,SHELBY,Memphis 36-1,MEMPHIS 36 1,MEMPHIS,20081104__tn__general__precinct.csv,20,4943
2008,SHELBY,SHELBY,Memphis 36-2,MEMPHIS 36 2,MEMPHIS,20081104__tn__general__precinct.csv,19,4490
2008,SHELBY,SHELBY,Memphis 36-3,MEMPHIS 36 3,MEMPHIS,20081104__tn__general__precinct.csv,18,2905
2008,SHELBY,SHELBY,Memphis 37,MEMPHIS 37,MEMPHIS,20081104__tn__general__precinct.csv,18,3000
2008,SHELBY,SHELBY,Memphis 38-1,MEMPHIS 38 1,MEMPHIS,20081104__tn__general__precinct.csv,20,4071
2008,SHELBY,SHELBY,Memphis 38-2,MEMPHIS 38 2,MEMPHIS,20081104__tn__general__precinct.csv,16,3214
2008,SHELBY,SHELBY,Memphis 40-1,MEMPHIS 40 1,MEMPHIS,20081104__tn__general__precinct.csv,17,1577
2008,SHELBY,SHELBY,Memphis 40-2,MEMPHIS 40 2,MEMPHIS,20081104__tn__general__precinct.csv,19,3319
2008,SHELBY,SHELBY,Memphis 41-1,MEMPHIS 41 1,MEMPHIS,20081104__tn__general__precinct.csv,17,3394
2008,SHELBY,SHELBY,Memphis 41-2,MEMPHIS 41 2,MEMPHIS,20081104__tn__general__precinct.csv,17,3723
2008,SHELBY,SHELBY,Memphis 41-3,MEMPHIS 41 3,MEMPHIS,20081104__tn__general__precinct.csv,20,3104
2008,SHELBY,SHELBY,Memphis 42-1,MEMPHIS 42 1,MEMPHIS,20081104__tn__general__precinct.csv,18,4036
2008,SHELBY,SHELBY,Memphis 42-2,MEMPHIS 42 2,MEMPHIS,20081104__tn__general__precinct.csv,15,2346
2008,SHELBY,SHELBY,Memphis 43-1,MEMPHIS 43 1,MEMPHIS,20081104__tn__general__precinct.csv,17,1126
2008,SHELBY,SHELBY,Memphis 43-2,MEMPHIS 43 2,MEMPHIS,20081104__tn__general__precinct.csv,18,4478
2008,SHELBY,SHELBY,Memphis 44-1,MEMPHIS 44 1,MEMPHIS,20081104__tn__general__precinct.csv,20,5491
2008,SHELBY,SHELBY,Memphis 44-2,MEMPHIS 44 2,MEMPHIS,20081104__tn__general__precinct.csv,20,5172
2008,SHELBY,SHELBY,Memphis 44-3,MEMPHIS 44 3,MEMPHIS,20081104__tn__general__precinct.csv,18,3378
2008,SHELBY,SHELBY,Memphis 44-4,MEMPHIS 44 4,MEMPHIS,20081104__tn__general__precinct.csv,20,4074
