precinct_key,county_norm,prec_id,current_2022_district,new_2026_district,dominant_district_changed,current_2022_dominant_weight,new_2026_dominant_weight,current_2022_split_count,new_2026_split_count
DAVIDSON - 001843,DAVIDSON,001843,6,6,0,1.0,1.0,1,1
DAVIDSON - 001844,DAVIDSON,001844,6,7,1,0.9901568189,1.0,2,1
DAVIDSON - 001845,DAVIDSON,001845,6,7,1,0.9977438034,1.0,2,1
DAVIDSON - 001846,DAVIDSON,001846,6,7,1,1.0,0.8464733124,1,2
DAVIDSON - 001847,DAVIDSON,001847,6,7,1,0.9892353708,1.0,2,1
DAVIDSON - 001848,DAVIDSON,001848,6,7,1,0.9980033954,0.9987405175,2,2
DAVIDSON - 001849,DAVIDSON,001849,6,6,0,1.0,0.7587630533,1,2
DAVIDSON - 001850,DAVIDSON,001850,6,6,0,0.9999733537,1.0,2,1
DAVIDSON - 001851,DAVIDSON,001851,5,6,1,0.9923597312,1.0,2,1
DAVIDSON - 001852,DAVIDSON,001852,6,6,0,0.9974557214,1.0,2,1
DAVIDSON - 001853,DAVIDSON,001853,5,6,1,1.0,1.0,1,1
DAVIDSON - 001854,DAVIDSON,001854,5,6,1,1.0,1.0,1,1
DAVIDSON - 001855,DAVIDSON,001855,5,4,1,1.0,0.9973465871,1,2
DAVIDSON - 001856,DAVIDSON,001856,5,6,1,1.0,1.0,1,1
DAVIDSON - 001857,DAVIDSON,001857,5,6,1,1.0,0.9999667334,1,2
DAVIDSON - 001858,DAVIDSON,001858,5,4,1,1.0,1.0,1,1
DAVIDSON - 001859,DAVIDSON,001859,6,4,1,1.0,0.9984156925,1,2
DAVIDSON - 001860,DAVIDSON,001860,6,4,1,0.9998445934,1.0,2,1
DAVIDSON - 001861,DAVIDSON,001861,6,4,1,0.9998673677,0.9994667367,2,2
DAVIDSON - 001862,DAVIDSON,001862,6,4,1,1.0,0.952762947,1,2
DAVIDSON - 001863,DAVIDSON,001863,5,6,1,0.9985816085,0.7848644676,2,2
DAVIDSON - 001864,DAVIDSON,001864,6,6,0,0.7293133794,1.0,2,1
DAVIDSON - 001865,DAVIDSON,001865,6,4,1,0.6600914095,1.0,2,1
DAVIDSON - 001866,DAVIDSON,001866,5,4,1,1.0,1.0,1,1
DAVIDSON - 001867,DAVIDSON,001867,6,6,0,0.9984548806,0.9512331006,2,2
DAVIDSON - 001868,DAVIDSON,001868,6,6,0,1.0,1.0,1,1
DAVIDSON - 001869,DAVIDSON,001869,6,6,0,1.0,1.0,1,1
DAVIDSON - 001870,DAVIDSON,001870,6,6,0,1.0,0.9993681642,1,2
DAVIDSON - 001871,DAVIDSON,001871,6,6,0,0.9995425123,0.9999998449,2,2
DAVIDSON - 001872,DAVIDSON,001872,6,4,1,0.9992185678,0.9851885224,2,2
DAVIDSON - 001873,DAVIDSON,001873,6,6,0,0.9651012508,0.9979504171,2,2
DAVIDSON - 001874,DAVIDSON,001874,6,4,1,1.0,0.9999712467,1,2
DAVIDSON - 001875,DAVIDSON,001875,6,4,1,0.7506140864,0.7736948165,3,3
DAVIDSON - 001876,DAVIDSON,001876,6,6,0,0.9945229574,1.0,2,1
DAVIDSON - 001877,DAVIDSON,001877,5,4,1,0.999907369,0.9984679994,2,3
DAVIDSON - 001878,DAVIDSON,001878,7,6,1,1.0,1.0,1,1
DAVIDSON - 001879,DAVIDSON,001879,7,6,1,1.0,1.0,1,1
DAVIDSON - 001880,DAVIDSON,001880,7,6,1,1.0,1.0,1,1
DAVIDSON - 001881,DAVIDSON,001881,7,6,1,0.9999098729,0.9996456672,2,2
DAVIDSON - 001882,DAVIDSON,001882,7,6,1,0.9983420157,0.9806524686,2,3
DAVIDSON - 001883,DAVIDSON,001883,7,6,1,1.0,1.0,1,1
DAVIDSON - 001884,DAVIDSON,001884,7,6,1,0.9997641823,0.9997926315,3,2
DAVIDSON - 001885,DAVIDSON,001885,7,6,1,1.0,1.0,1,1
DAVIDSON - 001886,DAVIDSON,001886,7,6,1,0.9999988615,0.999925216,2,2
DAVIDSON - 001887,DAVIDSON,001887,7,6,1,0.9998946564,0.9999999959,2,2
DAVIDSON - 001888,DAVIDSON,001888,7,6,1,0.9973917171,0.9971883802,2,2
DAVIDSON - 001889,DAVIDSON,001889,5,7,1,0.9995174804,0.7920836155,2,2
DAVIDSON - 001890,DAVIDSON,001890,7,6,1,0.996577924,0.7478937869,2,2
DAVIDSON - 001891,DAVIDSON,001891,7,7,0,0.9991832245,1.0,2,1
DAVIDSON - 001892,DAVIDSON,001892,7,7,0,1.0,0.5554752749,1,2
DAVIDSON - 001893,DAVIDSON,001893,7,6,1,1.0,1.0,1,1
DAVIDSON - 001894,DAVIDSON,001894,7,6,1,0.9999250463,0.9703903351,2,2
DAVIDSON - 001895,DAVIDSON,001895,7,6,1,0.997159002,0.998970272,2,2
DAVIDSON - 001896,DAVIDSON,001896,7,7,0,1.0,0.9836931372,1,2
DAVIDSON - 001897,DAVIDSON,001897,7,6,1,1.0,0.9237508333,1,2
DAVIDSON - 001898,DAVIDSON,001898,7,6,1,0.9992327565,0.5214347052,2,2
DAVIDSON - 001899,DAVIDSON,001899,7,6,1,1.0,0.9977025221,1,2
DAVIDSON - 001900,DAVIDSON,001900,7,7,0,1.0,0.5213888067,1,2
DAVIDSON - 001901,DAVIDSON,001901,7,6,1,1.0,1.0,1,1
DAVIDSON - 001902,DAVIDSON,001902,7,6,1,1.0,1.0,1,1
DAVIDSON - 001903,DAVIDSON,001903,5,7,1,0.9979153571,1.0,2,1
DAVIDSON - 001905,DAVIDSON,001905,5,7,1,1.0,1.0,1,1
DAVIDSON - 001906,DAVIDSON,001906,5,7,1,1.0,1.0,1,1
DAVIDSON - 001907,DAVIDSON,001907,5,7,1,0.9998392057,0.8128695976,2,2
DAVIDSON - 001908,DAVIDSON,001908,5,7,1,0.9995850679,1.0,2,1
DAVIDSON - 001909,DAVIDSON,001909,5,7,1,1.0,1.0,1,1
DAVIDSON - 001910,DAVIDSON,001910,5,7,1,1.0,0.9936843092,1,2
DAVIDSON - 001911,DAVIDSON,001911,5,6,1,1.0,0.9946716461,1,2
DAVIDSON - 001912,DAVIDSON,001912,7,6,1,0.9763406987,1.0,2,1
DAVIDSON - 001913,DAVIDSON,001913,5,6,1,0.6374844474,0.999346246,2,2
DAVIDSON - 001914,DAVIDSON,001914,5,7,1,1.0,0.9998689713,1,2
DAVIDSON - 001915,DAVIDSON,001915,7,6,1,1.0,1.0,1,1
DAVIDSON - 001916,DAVIDSON,001916,5,6,1,0.9975780607,0.9981832678,2,2
DAVIDSON - 001917,DAVIDSON,001917,5,7,1,0.9999368585,0.9769616047,2,2
DAVIDSON - 001918,DAVIDSON,001918,5,7,1,0.9986585355,0.9987064053,2,2
DAVIDSON - 001919,DAVIDSON,001919,5,7,1,0.9999482946,0.9999150297,2,2
DAVIDSON - 001920,DAVIDSON,001920,5,7,1,1.0,1.0,1,1
DAVIDSON - 001921,DAVIDSON,001921,5,7,1,0.9977684291,0.9981160518,2,2
DAVIDSON - 001922,DAVIDSON,001922,5,4,1,0.9999525875,1.0,2,1
DAVIDSON - 001923,DAVIDSON,001923,5,7,1,1.0,0.9985290693,1,2
DAVIDSON - 001924,DAVIDSON,001924,5,4,1,0.9991950408,0.9992350094,2,2
DAVIDSON - 001925,DAVIDSON,001925,5,7,1,1.0,0.9998761243,1,2
DAVIDSON - 001926,DAVIDSON,001926,5,4,1,1.0,1.0,1,1
DAVIDSON - 001927,DAVIDSON,001927,5,4,1,1.0,0.9350691807,1,2
DAVIDSON - 001928,DAVIDSON,001928,5,4,1,1.0,0.9170266722,1,2
DAVIDSON - 001929,DAVIDSON,001929,6,4,1,0.5794114304,1.0,2,1
DAVIDSON - 001930,DAVIDSON,001930,5,4,1,1.0,1.0,1,1
DAVIDSON - 001931,DAVIDSON,001931,5,4,1,0.9298219105,1.0,2,1
DAVIDSON - 001932,DAVIDSON,001932,6,4,1,0.8909510244,1.0,2,1
DAVIDSON - 001933,DAVIDSON,001933,5,4,1,0.9992994907,1.0,2,1
DAVIDSON - 001934,DAVIDSON,001934,5,4,1,1.0,1.0,1,1
DAVIDSON - 001935,DAVIDSON,001935,5,4,1,0.7462816535,1.0,2,1
DAVIDSON - 001936,DAVIDSON,001936,5,4,1,1.0,1.0,1,1
DAVIDSON - 001937,DAVIDSON,001937,5,4,1,1.0,1.0,1,1
DAVIDSON - 001938,DAVIDSON,001938,5,4,1,1.0,1.0,1,1
DAVIDSON - 001939,DAVIDSON,001939,5,4,1,1.0,1.0,1,1
DAVIDSON - 001940,DAVIDSON,001940,5,4,1,1.0,1.0,1,1
DAVIDSON - 001941,DAVIDSON,001941,5,4,1,1.0,1.0,1,1
DAVIDSON - 001942,DAVIDSON,001942,5,4,1,1.0,1.0,1,1
DAVIDSON - 001943,DAVIDSON,001943,5,4,1,1.0,0.999886303,1,2
DAVIDSON - 001944,DAVIDSON,001944,5,4,1,1.0,1.0,1,1
DAVIDSON - 001945,DAVIDSON,001945,5,4,1,1.0,1.0,1,1
DAVIDSON - 001946,DAVIDSON,001946,5,4,1,1.0,1.0,1,1
DAVIDSON - 001947,DAVIDSON,001947,5,4,1,1.0,1.0,1,1
DAVIDSON - 001948,DAVIDSON,001948,5,4,1,0.9999981147,0.9978935949,2,2
DAVIDSON - 001949,DAVIDSON,001949,5,4,1,0.999965418,1.0,2,1
DAVIDSON - 001950,DAVIDSON,001950,5,4,1,0.9993853392,0.9999999954,2,2
DAVIDSON - 001951,DAVIDSON,001951,5,4,1,0.9999670225,0.9997388952,2,2
DAVIDSON - 001953,DAVIDSON,001953,5,7,1,1.0,1.0,1,1
DAVIDSON - 001954,DAVIDSON,001954,5,7,1,1.0,1.0,1,1
DAVIDSON - 001955,DAVIDSON,001955,5,7,1,1.0,1.0,1,1
DAVIDSON - 001956,DAVIDSON,001956,5,7,1,1.0,0.9991384172,1,3
DAVIDSON - 001957,DAVIDSON,001957,5,7,1,1.0,1.0,1,1
DAVIDSON - 001958,DAVIDSON,001958,7,7,0,0.9995683178,1.0,2,1
DAVIDSON - 001959,DAVIDSON,001959,5,7,1,0.9997834558,0.9997884491,2,2
DAVIDSON - 001960,DAVIDSON,001960,5,7,1,0.9998880906,1.0,2,1
DAVIDSON - 001961,DAVIDSON,001961,5,7,1,1.0,0.9993813005,1,2
DECATUR - 002051,DECATUR,002051,7,8,1,0.9999053703,1.0,2,1
DECATUR - 002052,DECATUR,002052,7,8,1,1.0,1.0,1,1
DECATUR - 002053,DECATUR,002053,7,8,1,0.9999812759,1.0,2,1
DECATUR - 002054,DECATUR,002054,7,8,1,0.9999541877,0.999862658,2,2
DECATUR - 002055,DECATUR,002055,7,8,1,1.0,1.0,1,1
DECATUR - 002056,DECATUR,002056,7,8,1,1.0,1.0,1,1
DECATUR - 002057,DECATUR,002057,7,8,1,1.0,0.9997835611,1,2
DECATUR - 002058,DECATUR,002058,7,8,1,1.0,1.0,1,1
DECATUR - 002059,DECATUR,002059,7,8,1,0.9999821064,0.9999847494,2,2
DECATUR - 002060,DECATUR,002060,7,8,1,0.9991183771,0.9990679004,2,2
DECATUR - 002061,DECATUR,002061,7,8,1,0.9999797938,1.0,2,1
DECATUR - 002062,DECATUR,002062,7,8,1,1.0,1.0,1,1
DECATUR - 002063,DECATUR,002063,7,8,1,0.9998756645,1.0,2,1
DEKALB - 002151,DEKALB,002151,6,6,0,1.0,1.0,1,1
DEKALB - 002152,DEKALB,002152,6,6,0,1.0,0.9999245697,1,2
DEKALB - 002153,DEKALB,002153,6,6,0,1.0,1.0,1,1
DEKALB - 002154,DEKALB,002154,6,6,0,0.9998900459,0.9996476421,2,2
DEKALB - 002155,DEKALB,002155,6,6,0,1.0,1.0,1,1
DEKALB - 002156,DEKALB,002156,6,6,0,1.0,1.0,1,1
DEKALB - 002157,DEKALB,002157,6,6,0,1.0,1.0,1,1
DEKALB - 002158,DEKALB,002158,6,6,0,1.0,1.0,1,1
DEKALB - 002159,DEKALB,002159,6,6,0,1.0,1.0,1,1
DEKALB - 002160,DEKALB,002160,6,6,0,1.0,0.9999925791,1,2
DEKALB - 002161,DEKALB,002161,6,6,0,1.0,0.9999999068,1,2
DEKALB - 002162,DEKALB,002162,6,6,0,1.0,1.0,1,1
DEKALB - 002164,DEKALB,002164,6,6,0,1.0,1.0,1,1
DEKALB - 002165,DEKALB,002165,6,6,0,0.9999829801,0.9999450972,2,2
DEKALB - 002166,DEKALB,002166,6,6,0,0.9999212451,0.999835312,2,2
DICKSON - 002251,DICKSON,002251,7,7,0,1.0,0.9995746287,1,2
DICKSON - 002252,DICKSON,002252,7,7,0,1.0,1.0,1,1
DICKSON - 002253,DICKSON,002253,7,7,0,1.0,0.9999540539,1,2
DICKSON - 002254,DICKSON,002254,7,7,0,1.0,1.0,1,1
DICKSON - 002255,DICKSON,002255,7,7,0,1.0,0.9998927069,1,2
DICKSON - 002256,DICKSON,002256,7,7,0,1.0,0.9997866267,1,2
DICKSON - 002257,DICKSON,002257,7,7,0,1.0,0.9997905596,1,2
DICKSON - 002258,DICKSON,002258,7,7,0,1.0,0.999934837,1,2
DICKSON - 002259,DICKSON,002259,7,7,0,1.0,0.9999515409,1,2
DICKSON - 002260,DICKSON,002260,7,7,0,1.0,1.0,1,1
DICKSON - 002261,DICKSON,002261,7,7,0,1.0,1.0,1,1
DICKSON - 002262,DICKSON,002262,7,7,0,1.0,1.0,1,1
DICKSON - 002263,DICKSON,002263,7,7,0,1.0,1.0,1,1
DICKSON - 002264,DICKSON,002264,7,7,0,1.0,1.0,1,1
DICKSON - 002265,DICKSON,002265,7,7,0,1.0,1.0,1,1
DICKSON - 002266,DICKSON,002266,7,7,0,1.0,1.0,1,1
DICKSON - 002267,DICKSON,002267,7,7,0,1.0,1.0,1,1
DYER - 002351,DYER,002351,8,5,1,1.0,0.9998092533,1,2
DYER - 002352,DYER,002352,8,5,1,1.0,0.9999895492,1,2
DYER - 002353,DYER,002353,8,5,1,1.0,1.0,1,1
DYER - 002354,DYER,002354,8,5,1,1.0,0.9995397337,1,2
DYER - 002355,DYER,002355,8,5,1,1.0,1.0,1,1
DYER - 002356,DYER,002356,8,5,1,1.0,0.9999513709,1,2
DYER - 002357,DYER,002357,8,5,1,1.0,1.0,1,1
DYER - 002358,DYER,002358,8,5,1,1.0,1.0,1,1
DYER - 002359,DYER,002359,8,5,1,0.9999425712,0.9999377838,1,1
DYER - 002360,DYER,002360,8,5,1,0.9998870161,0.9999007379,1,1
DYER - 002361,DYER,002361,8,5,1,1.0,1.0,1,1
DYER - 002362,DYER,002362,8,5,1,1.0,1.0,1,1
DYER - 002363,DYER,002363,8,5,1,1.0,1.0,1,1
DYER - 002364,DYER,002364,8,5,1,1.0,1.0,1,1
DYER - 002365,DYER,002365,8,5,1,1.0,1.0,1,1
DYER - 002366,DYER,002366,8,5,1,1.0,1.0,1,1
FAYETTE - 002451,FAYETTE,002451,8,9,1,1.0,0.9985164684,1,2
FAYETTE - 002452,FAYETTE,002452,8,8,0,1.0,0.9996319505,1,2
FAYETTE - 002453,FAYETTE,002453,8,9,1,1.0,0.9999571543,1,2
FAYETTE - 002454,FAYETTE,002454,8,9,1,0.9999991943,0.9999569022,1,1
FAYETTE - 002455,FAYETTE,002455,8,9,1,0.9999728551,0.9999281924,1,1
FAYETTE - 002456,FAYETTE,002456,8,9,1,1.0,0.9997425565,1,2
FAYETTE - 002457,FAYETTE,002457,8,9,1,0.9999812906,0.9999258844,1,1
FAYETTE - 002458,FAYETTE,002458,8,9,1,1.0,0.9999694712,1,2
FAYETTE - 002459,FAYETTE,002459,8,9,1,0.999992451,0.9999585738,1,1
FAYETTE - 002460,FAYETTE,002460,8,9,1,1.0,0.9998635306,1,2
FAYETTE - 002461,FAYETTE,002461,8,8,0,1.0,0.9998604633,1,2
FAYETTE - 002462,FAYETTE,002462,8,8,0,1.0,1.0,1,1
FAYETTE - 002463,FAYETTE,002463,8,8,0,1.0,0.9999790212,1,2
FAYETTE - 002464,FAYETTE,002464,8,8,0,1.0,0.9999145424,1,2
FAYETTE - 002465,FAYETTE,002465,8,8,0,1.0,0.9992457914,1,2
FENTRESS - 002551,FENTRESS,002551,6,6,0,0.9993111894,1.0,2,1
FENTRESS - 002552,FENTRESS,002552,6,6,0,0.9994964674,1.0,2,1
FENTRESS - 002553,FENTRESS,002553,6,6,0,0.9996255536,1.0,2,1
FENTRESS - 002554,FENTRESS,002554,6,6,0,1.0,1.0,1,1
FENTRESS - 002555,FENTRESS,002555,6,6,0,1.0,1.0,1,1
FENTRESS - 002556,FENTRESS,002556,6,6,0,1.0,1.0,1,1
FENTRESS - 002557,FENTRESS,002557,6,6,0,1.0,1.0,1,1
FENTRESS - 002558,FENTRESS,002558,6,6,0,1.0,1.0,1,1
FENTRESS - 002559,FENTRESS,002559,6,6,0,1.0,1.0,1,1
FENTRESS - 002560,FENTRESS,002560,6,6,0,1.0,1.0,1,1
FENTRESS - 002561,FENTRESS,002561,6,6,0,1.0,1.0,1,1
FENTRESS - 002562,FENTRESS,002562,6,6,0,0.9998841989,1.0,2,1
FENTRESS - 002563,FENTRESS,002563,6,6,0,1.0,1.0,1,1
FRANKLIN - 002651,FRANKLIN,002651,4,4,0,1.0,1.0,1,1
FRANKLIN - 002652,FRANKLIN,002652,4,4,0,1.0,1.0,1,1
FRANKLIN - 002653,FRANKLIN,002653,4,4,0,1.0,0.999589716,1,2
FRANKLIN - 002654,FRANKLIN,002654,4,4,0,0.9999787504,0.999932961,1,2
FRANKLIN - 002655,FRANKLIN,002655,4,4,0,1.0,1.0,1,1
FRANKLIN - 002656,FRANKLIN,002656,4,4,0,1.0,1.0,1,1
FRANKLIN - 002657,FRANKLIN,002657,4,4,0,1.0,1.0,1,1
FRANKLIN - 002658,FRANKLIN,002658,4,4,0,1.0,1.0,1,1
FRANKLIN - 002659,FRANKLIN,002659,4,4,0,0.999999941,0.9999550076,1,1
FRANKLIN - 002660,FRANKLIN,002660,4,4,0,1.0,1.0,1,1
FRANKLIN - 002661,FRANKLIN,002661,4,4,0,0.9999826705,0.9999452345,1,1
FRANKLIN - 002662,FRANKLIN,002662,4,4,0,1.0,1.0,1,1
FRANKLIN - 002663,FRANKLIN,002663,4,4,0,1.0,1.0,1,1
FRANKLIN - 002664,FRANKLIN,002664,4,4,0,1.0,1.0,1,1
FRANKLIN - 002665,FRANKLIN,002665,4,4,0,1.0,0.999693733,1,2
FRANKLIN - 002666,FRANKLIN,002666,4,4,0,1.0,1.0,1,1
FRANKLIN - 002667,FRANKLIN,002667,4,4,0,1.0,1.0,1,1
FRANKLIN - 002668,FRANKLIN,002668,4,4,0,1.0,1.0,1,1
FRANKLIN - 005757,FRANKLIN,005757,4,4,0,1.0,1.0,1,1
FRANKLIN - 005764,FRANKLIN,005764,4,4,0,1.0,1.0,1,1
GIBSON - 002751,GIBSON,002751,8,8,0,1.0,1.0,1,1
GIBSON - 002752,GIBSON,002752,8,8,0,1.0,1.0,1,1
GIBSON - 002753,GIBSON,002753,8,8,0,1.0,1.0,1,1
GIBSON - 002754,GIBSON,002754,8,8,0,1.0,1.0,1,1
GIBSON - 002755,GIBSON,002755,8,8,0,1.0,1.0,1,1
GIBSON - 002756,GIBSON,002756,8,8,0,1.0,1.0,1,1
GIBSON - 002757,GIBSON,002757,8,8,0,1.0,1.0,1,1
GIBSON - 002758,GIBSON,002758,8,8,0,1.0,1.0,1,1
GIBSON - 002759,GIBSON,002759,8,8,0,1.0,1.0,1,1
GIBSON - 002760,GIBSON,002760,8,8,0,1.0,1.0,1,1
GIBSON - 002761,GIBSON,002761,8,8,0,1.0,1.0,1,1
GIBSON - 002762,GIBSON,002762,8,8,0,1.0,1.0,1,1
GIBSON - 002763,GIBSON,002763,8,8,0,1.0,1.0,1,1
GIBSON - 002764,GIBSON,002764,8,8,0,1.0,1.0,1,1
GIBSON - 002765,GIBSON,002765,8,8,0,1.0,1.0,1,1
GIBSON - 002766,GIBSON,002766,8,8,0,1.0,0.9990699752,1,2
GIBSON - 002767,GIBSON,002767,8,8,0,1.0,1.0,1,1
GIBSON - 002768,GIBSON,002768,8,8,0,1.0,1.0,1,1
GIBSON - 002769,GIBSON,002769,8,8,0,1.0,1.0,1,1
GIBSON - 002770,GIBSON,002770,8,8,0,1.0,1.0,1,1
GIBSON - 002771,GIBSON,002771,8,8,0,1.0,0.9997900572,1,2
GIBSON - 002772,GIBSON,002772,8,8,0,1.0,1.0,1,1
GIBSON - 002773,GIBSON,002773,8,8,0,1.0,1.0,1,1
GIBSON - 002774,GIBSON,002774,8,8,0,1.0,0.9998465888,1,2
GIBSON - 002775,GIBSON,002775,8,8,0,1.0,1.0,1,1
GIBSON - 002776,GIBSON,002776,8,8,0,1.0,0.9991143567,1,2
GIBSON - 002777,GIBSON,002777,8,8,0,1.0,1.0,1,1
GIBSON - 002778,GIBSON,002778,8,8,0,1.0,1.0,1,1
GILES - 002851,GILES,002851,4,9,1,0.9999500641,0.9999032579,1,1
GILES - 002852,GILES,002852,4,9,1,1.0,1.0,1,1
GILES - 002853,GILES,002853,4,9,1,0.999974456,0.9999327455,1,1
GILES - 002854,GILES,002854,4,9,1,0.9999785522,0.9999269806,1,1
GILES - 002855,GILES,002855,4,9,1,1.0,1.0,1,1
GILES - 002856,GILES,002856,4,9,1,0.9998275022,0.9998382972,2,2
GILES - 002857,GILES,002857,4,9,1,0.9996633198,0.9998731024,2,2
GILES - 002858,GILES,002858,4,9,1,0.9998968174,1.0,2,1
GILES - 002859,GILES,002859,4,9,1,1.0,1.0,1,1
GILES - 002860,GILES,002860,4,9,1,1.0,1.0,1,1
GILES - 002861,GILES,002861,4,9,1,1.0,1.0,1,1
GILES - 002862,GILES,002862,4,9,1,1.0,1.0,1,1
GILES - 002863,GILES,002863,4,9,1,1.0,1.0,1,1
GILES - 002864,GILES,002864,4,9,1,1.0,1.0,1,1
GRAINGER - 002951,GRAINGER,002951,2,2,0,1.0,1.0,1,1
GRAINGER - 002952,GRAINGER,002952,2,2,0,0.9997740003,0.9997316762,2,2
GRAINGER - 002953,GRAINGER,002953,2,2,0,1.0,1.0,1,1
GRAINGER - 002954,GRAINGER,002954,2,2,0,0.9997421911,0.9996335549,2,2
GRAINGER - 002955,GRAINGER,002955,2,2,0,0.9998574084,0.9998465108,2,2
GRAINGER - 002956,GRAINGER,002956,2,2,0,0.9997627259,0.9997731585,2,2
GRAINGER - 002957,GRAINGER,002957,2,2,0,0.9996215991,0.9996098494,2,2
GRAINGER - 002958,GRAINGER,002958,2,2,0,0.9996323176,0.9995743608,2,2
GRAINGER - 002959,GRAINGER,002959,2,2,0,0.9995707589,0.9994881837,2,2
GRAINGER - 002960,GRAINGER,002960,2,2,0,0.9998107037,0.9996922858,2,2
GREENE - 003052,GREENE,003052,1,1,0,0.9997329845,0.9997055433,1,1
GREENE - 003053,GREENE,003053,1,1,0,1.0,1.0,1,1
GREENE - 003054,GREENE,003054,1,1,0,1.0,1.0,1,1
GREENE - 003059,GREENE,003059,1,1,0,1.0,1.0,1,1
GREENE - 003061,GREENE,003061,1,1,0,1.0,1.0,1,1
GREENE - 003063,GREENE,003063,1,1,0,1.0,1.0,1,1
GREENE - 003065,GREENE,003065,1,1,0,1.0,1.0,1,1
GREENE - 003066,GREENE,003066,1,1,0,1.0,1.0,1,1
GREENE - 003067,GREENE,003067,1,1,0,1.0,1.0,1,1
GREENE - 003069,GREENE,003069,1,1,0,1.0,1.0,1,1
GREENE - 003072,GREENE,003072,1,1,0,1.0,1.0,1,1
GREENE - 003073,GREENE,003073,1,1,0,0.9999001641,0.9998922937,1,1
GREENE - 003076,GREENE,003076,1,1,0,1.0,1.0,1,1
GREENE - 003077,GREENE,003077,1,1,0,0.9995727971,0.9995371497,1,1
GREENE - 003080,GREENE,003080,1,1,0,1.0,1.0,1,1
GREENE - 003082,GREENE,003082,1,1,0,1.0,1.0,1,1
GREENE - 003084,GREENE,003084,1,1,0,1.0,1.0,1,1
GRUNDY - 003152,GRUNDY,003152,4,4,0,1.0,1.0,1,1
GRUNDY - 003153,GRUNDY,003153,4,4,0,1.0,1.0,1,1
GRUNDY - 003154,GRUNDY,003154,4,4,0,1.0,1.0,1,1
GRUNDY - 003155,GRUNDY,003155,4,4,0,1.0,1.0,1,1
GRUNDY - 003156,GRUNDY,003156,4,4,0,1.0,1.0,1,1
GRUNDY - 003157,GRUNDY,003157,4,4,0,1.0,1.0,1,1
GRUNDY - 003160,GRUNDY,003160,4,4,0,1.0,1.0,1,1
GRUNDY - 003161,GRUNDY,003161,4,4,0,1.0,1.0,1,1
GRUNDY - 003162,GRUNDY,003162,4,4,0,1.0,1.0,1,1
GRUNDY - 003163,GRUNDY,003163,4,4,0,1.0,1.0,1,1
HAMBLEN - 003251,HAMBLEN,003251,1,1,0,1.0,1.0,1,1
HAMBLEN - 003252,HAMBLEN,003252,1,1,0,1.0,1.0,1,1
HAMBLEN - 003253,HAMBLEN,003253,1,1,0,1.0,1.0,1,1
HAMBLEN - 003254,HAMBLEN,003254,1,1,0,1.0,1.0,1,1
HAMBLEN - 003255,HAMBLEN,003255,1,1,0,1.0,1.0,1,1
HAMBLEN - 003256,HAMBLEN,003256,1,1,0,0.9997767069,0.9998237144,2,2
HAMBLEN - 003257,HAMBLEN,003257,1,1,0,0.9991101789,0.9992023736,2,2
HAMBLEN - 003258,HAMBLEN,003258,1,1,0,1.0,1.0,1,1
HAMBLEN - 003259,HAMBLEN,003259,1,1,0,1.0,1.0,1,1
HAMBLEN - 003260,HAMBLEN,003260,1,1,0,1.0,1.0,1,1
HAMBLEN - 003261,HAMBLEN,003261,1,1,0,1.0,1.0,1,1
HAMBLEN - 003262,HAMBLEN,003262,1,1,0,1.0,1.0,1,1
HAMBLEN - 003263,HAMBLEN,003263,1,1,0,1.0,1.0,1,1
HAMBLEN - 003264,HAMBLEN,003264,1,1,0,0.9993557363,0.9993878268,2,2
HAMBLEN - 003265,HAMBLEN,003265,1,1,0,0.9995582385,0.999618646,2,2
HAMBLEN - 003266,HAMBLEN,003266,1,1,0,1.0,1.0,1,1
HAMBLEN - 003267,HAMBLEN,003267,1,1,0,1.0,1.0,1,1
HAMILTON - 003351,HAMILTON,003351,3,3,0,1.0,1.0,1,1
HAMILTON - 003352,HAMILTON,003352,3,3,0,0.9998053068,0.9997199232,1,1
HAMILTON - 003353,HAMILTON,003353,3,3,0,1.0,1.0,1,1
HAMILTON - 003354,HAMILTON,003354,3,3,0,1.0,1.0,1,1
HAMILTON - 003355,HAMILTON,003355,3,3,0,0.9999779135,0.9998745523,1,1
HAMILTON - 003356,HAMILTON,003356,3,3,0,1.0,1.0,1,1
HAMILTON - 003357,HAMILTON,003357,3,3,0,1.0,1.0,1,1
HAMILTON - 003358,HAMILTON,003358,3,3,0,1.0,1.0,1,1
HAMILTON - 003359,HAMILTON,003359,3,3,0,0.9999900805,0.9999971861,2,2
HAMILTON - 003360,HAMILTON,003360,3,3,0,1.0,1.0,1,1
HAMILTON - 003361,HAMILTON,003361,3,3,0,0.9998740718,1.0,2,1
HAMILTON - 003362,HAMILTON,003362,3,3,0,1.0,1.0,1,1
HAMILTON - 003363,HAMILTON,003363,3,3,0,1.0,1.0,1,1
HAMILTON - 003364,HAMILTON,003364,3,3,0,1.0,1.0,1,1
HAMILTON - 003365,HAMILTON,003365,3,3,0,1.0,1.0,1,1
HAMILTON - 003367,HAMILTON,003367,3,3,0,1.0,1.0,1,1
HAMILTON - 003368,HAMILTON,003368,3,3,0,1.0,1.0,1,1
HAMILTON - 003369,HAMILTON,003369,3,3,0,1.0,1.0,1,1
HAMILTON - 003370,HAMILTON,003370,3,3,0,1.0,1.0,1,1
HAMILTON - 003371,HAMILTON,003371,3,3,0,1.0,1.0,1,1
