geoid,nyt_key,prctseq,label,vtd20,vtd_name,weight,county_norm,county_fp
47037-34-5,34-5,172,34-5,001957,34-5,0.3060092234665376,DAVIDSON,037
47037-34-5,34-5,172,34-5,001920,25-3,0.11798719281252476,DAVIDSON,037
47037-34-6,34-6,173,34-6,001917,24-6,0.530182202460848,DAVIDSON,037
47037-34-6,34-6,173,34-6,001920,25-3,0.46981779753915204,DAVIDSON,037
47037-35-1,35-1,174,35-1,001959,35-2,1.0,DAVIDSON,037
47037-35-2,35-2,175,35-2,001960,35-3,0.40442668757647776,DAVIDSON,037
47037-35-2,35-2,175,35-2,001959,35-2,0.31630846996623935,DAVIDSON,037
47037-35-2,35-2,175,35-2,001961,35-4,0.2792648424572829,DAVIDSON,037
47037-35-3,35-3,176,35-3,001960,35-3,0.9593092608932177,DAVIDSON,037
47037-35-3,35-3,176,35-3,001905,22-3,0.04069073910678225,DAVIDSON,037
47037-35-4,35-4,177,35-4,001958,35-1,0.7493868163720268,DAVIDSON,037
47037-35-4,35-4,177,35-4,001908,23-2,0.2506131836279733,DAVIDSON,037
47037-35-5,35-5,178,35-5,001958,35-1,0.967009820037915,DAVIDSON,037
47037-35-5,35-5,178,35-5,001903,22-1,0.03299017996208491,DAVIDSON,037
47037-4-1,4-1,21,04-1,001818,4-2,0.5689491755567745,DAVIDSON,037
47037-4-1,4-1,21,04-1,001927,27-2,0.4310508244432255,DAVIDSON,037
47037-4-2,4-2,22,04-2,001820,4-4,0.9417650830640946,DAVIDSON,037
47037-4-2,4-2,22,04-2,001819,4-3,0.05823491693590552,DAVIDSON,037
47037-4-3,4-3,23,04-3,001817,4-1,0.5643855230913254,DAVIDSON,037
47037-4-3,4-3,23,04-3,001819,4-3,0.4356144769086746,DAVIDSON,037
47037-5-1,5-1,24,05-1,001837,8-1,0.8250577950087429,DAVIDSON,037
47037-5-1,5-1,24,05-1,001839,8-3,0.16261401281115576,DAVIDSON,037
47037-5-1,5-1,24,05-1,001838,8-2,0.012328192180101376,DAVIDSON,037
47037-5-2,5-2,25,05-2,001838,8-2,1.0,DAVIDSON,037
47037-5-3,5-3,26,05-3,001838,8-2,1.0,DAVIDSON,037
47037-5-4,5-4,27,05-4,001837,8-1,0.37163120273062217,DAVIDSON,037
47037-5-4,5-4,27,05-4,001821,5-1,0.3680655436298375,DAVIDSON,037
47037-5-4,5-4,27,05-4,001838,8-2,0.1690450496164057,DAVIDSON,037
47037-5-4,5-4,27,05-4,001823,5-3,0.08139758532937977,DAVIDSON,037
47037-5-4,5-4,27,05-4,001822,5-2,0.009860618693754845,DAVIDSON,037
47037-5-5,5-5,28,05-5,001824,5-4,0.6653583617986949,DAVIDSON,037
47037-5-5,5-5,28,05-5,001822,5-2,0.2844781671228935,DAVIDSON,037
47037-5-5,5-5,28,05-5,001825,5-5,0.05016347107841165,DAVIDSON,037
47037-5-6,5-6,29,05-6,001822,5-2,0.6501684438864451,DAVIDSON,037
47037-5-6,5-6,29,05-6,001825,5-5,0.09309025369007112,DAVIDSON,037
47037-5-6,5-6,29,05-6,001821,5-1,0.09288743482084938,DAVIDSON,037
47037-5-6,5-6,29,05-6,001823,5-3,0.09244910731841373,DAVIDSON,037
47037-5-6,5-6,29,05-6,001824,5-4,0.07140476028422071,DAVIDSON,037
47037-5-7,5-7,30,05-7,001825,5-5,0.9585834562360072,DAVIDSON,037
47037-5-7,5-7,30,05-7,001826,6-1,0.03320076072259169,DAVIDSON,037
47037-5-7,5-7,30,05-7,001824,5-4,0.008215783041401126,DAVIDSON,037
47037-5-8,5-8,31,05-8,001823,5-3,0.7225275111834762,DAVIDSON,037
47037-5-8,5-8,31,05-8,001839,8-3,0.20981951488537776,DAVIDSON,037
47037-5-8,5-8,31,05-8,001837,8-1,0.056478162817187816,DAVIDSON,037
47037-5-8,5-8,31,05-8,001825,5-5,0.011174811113958301,DAVIDSON,037
47037-6-1,6-1,32,06-1,001833,7-3,0.7536845565863473,DAVIDSON,037
47037-6-1,6-1,32,06-1,001834,7-4,0.24631544341365283,DAVIDSON,037
47037-6-2,6-2,33,06-2,001833,7-3,0.6463097441343264,DAVIDSON,037
47037-6-2,6-2,33,06-2,001830,6-5,0.3536902558656736,DAVIDSON,037
47037-6-3,6-3,34,06-3,001830,6-5,0.6463006288511919,DAVIDSON,037
47037-6-3,6-3,34,06-3,001833,7-3,0.2424585959671983,DAVIDSON,037
47037-6-3,6-3,34,06-3,001827,6-2,0.11124077518160984,DAVIDSON,037
47037-6-4,6-4,35,06-4,001829,6-4,0.9116339951670951,DAVIDSON,037
47037-6-4,6-4,35,06-4,001831,7-1,0.08836600483290488,DAVIDSON,037
47037-6-5,6-5,36,06-5,001829,6-4,0.7295406902219139,DAVIDSON,037
47037-6-5,6-5,36,06-5,001831,7-1,0.2704593097780862,DAVIDSON,037
47037-6-6,6-6,37,06-6,001826,6-1,0.48644864718260333,DAVIDSON,037
47037-6-6,6-6,37,06-6,001828,6-3,0.25983378803147383,DAVIDSON,037
47037-6-6,6-6,37,06-6,001827,6-2,0.20759536196608286,DAVIDSON,037
47037-6-6,6-6,37,06-6,001830,6-5,0.04612220281983993,DAVIDSON,037
47037-6-7,6-7,38,06-7,001828,6-3,0.6426818840021379,DAVIDSON,037
47037-6-7,6-7,38,06-7,001826,6-1,0.3573181159978622,DAVIDSON,037
47037-6-8,6-8,39,06-8,001827,6-2,0.8846975578280224,DAVIDSON,037
47037-6-8,6-8,39,06-8,001826,6-1,0.07157273956127819,DAVIDSON,037
47037-6-8,6-8,39,06-8,001828,6-3,0.043729702610699375,DAVIDSON,037
47037-7-1,7-1,40,07-1,001833,7-3,0.9941929512994474,DAVIDSON,037
47037-7-1,7-1,40,07-1,001832,7-2,0.005807048700552517,DAVIDSON,037
47037-7-2,7-2,41,07-2,001838,8-2,0.8063522581419944,DAVIDSON,037
47037-7-2,7-2,41,07-2,001839,8-3,0.19364774185800554,DAVIDSON,037
47037-7-3,7-3,42,07-3,001836,7-6,0.6762427326668267,DAVIDSON,037
47037-7-3,7-3,42,07-3,001839,8-3,0.32375726733317334,DAVIDSON,037
47037-7-4,7-4,43,07-4,001835,7-5,0.620952754015184,DAVIDSON,037
47037-7-4,7-4,43,07-4,001839,8-3,0.22788744864265723,DAVIDSON,037
47037-7-4,7-4,43,07-4,001838,8-2,0.14295756009918362,DAVIDSON,037
47037-7-4,7-4,43,07-4,001834,7-4,0.008202237242975183,DAVIDSON,037
47037-7-5,7-5,44,07-5,001834,7-4,0.7349320960323464,DAVIDSON,037
47037-7-5,7-5,44,07-5,001839,8-3,0.23647166374259332,DAVIDSON,037
47037-7-5,7-5,44,07-5,001833,7-3,0.028596240225060267,DAVIDSON,037
47037-7-6,7-6,45,07-6,001831,7-1,0.4161949334895633,DAVIDSON,037
47037-7-6,7-6,45,07-6,001833,7-3,0.3242437042872533,DAVIDSON,037
47037-7-6,7-6,45,07-6,001832,7-2,0.25956136222318343,DAVIDSON,037
47037-7-7,7-7,46,07-7,001832,7-2,0.7293137155251123,DAVIDSON,037
47037-7-7,7-7,46,07-7,001831,7-1,0.2706862844748878,DAVIDSON,037
47037-8-1,8-1,47,08-1,001950,33-3,1.0,DAVIDSON,037
47037-8-2,8-2,48,08-2,001949,33-2,0.8781157102410596,DAVIDSON,037
47037-8-2,8-2,48,08-2,001948,33-1,0.0741104268826877,DAVIDSON,037
47037-8-2,8-2,48,08-2,001950,33-3,0.04777386287625272,DAVIDSON,037
47037-8-3,8-3,49,08-3,001950,33-3,0.6265559680019371,DAVIDSON,037
47037-8-3,8-3,49,08-3,001949,33-2,0.37344403199806286,DAVIDSON,037
47037-9-1,9-1,50,09-1,001841,9-1,0.8737843676064523,DAVIDSON,037
47037-9-1,9-1,50,09-1,001848,10-5,0.0941092177592229,DAVIDSON,037
47037-9-1,9-1,50,09-1,001840,8-4,0.03210641463432478,DAVIDSON,037
47037-9-2,9-2,51,09-2,001843,9-3,0.8493697714452173,DAVIDSON,037
47037-9-2,9-2,51,09-2,001842,9-2,0.09320343400338682,DAVIDSON,037
47037-9-2,9-2,51,09-2,001841,9-1,0.05742679455139593,DAVIDSON,037
47037-9-3,9-3,52,09-3,001843,9-3,0.7910977066591641,DAVIDSON,037
47037-9-3,9-3,52,09-3,001842,9-2,0.14283057379002836,DAVIDSON,037
47037-9-3,9-3,52,09-3,001841,9-1,0.026341077896045825,DAVIDSON,037
47037-9-3,9-3,52,09-3,001839,8-3,0.02167785768091423,DAVIDSON,037
47037-9-3,9-3,52,09-3,001836,7-6,0.011175849354416994,DAVIDSON,037
47037-9-3,9-3,52,09-3,001840,8-4,0.006876934619430386,DAVIDSON,037
47093-06,06,1,06 Green School,004864,06,0.9907552013692532,KNOX,093
47093-06,06,1,06 Green School,004862,10-N,0.009244798630746787,KNOX,093
47093-09,09,2,09 Eternal Life Harvest,004861,09,1.0,KNOX,093
47093-10A,10A,3,10A Howard Baker Center,004893,10-W,1.0,KNOX,093
47093-10N,10N,4,10N Fort Sanders,004862,10-N,1.0,KNOX,093
47093-10W,10W,6,10W Howard Baker Center,004893,10-W,1.0,KNOX,093
47093-11,11,7,11 Central UMC,004875,11,1.0,KNOX,093
47093-12,12,8,12 YWCA,004865,12,1.0,KNOX,093
47093-13,13,9,13 Fair Garden,004871,13,1.0,KNOX,093
47093-14,14,10,14 Austin-East,004873,14,1.0,KNOX,093
47093-15E,15E,11,15E John T. O'Connor,004867,15,1.0,KNOX,093
47093-15W,15W,12,15W John T. O'Connor,004867,15,0.8199426950593593,KNOX,093
47093-15W,15W,12,15W John T. O'Connor,004865,12,0.18005730494064068,KNOX,093
47093-16E,16E,13,16E Larry Cox Sr Center,004883,16,0.8604869169092927,KNOX,093
47093-16E,16E,13,16E Larry Cox Sr Center,004884,33,0.11831219836657383,KNOX,093
47093-16E,16E,13,16E Larry Cox Sr Center,004872,32,0.021200884724133562,KNOX,093
47093-16W,16W,14,16W Larry Cox Sr Center,004883,16,1.0,KNOX,093
47093-17,17,16,17 Christenberry,004876,17,1.0,KNOX,093
47093-18,18,17,18 Lincoln Park,004877,18,1.0,KNOX,093
47093-19,19,18,19 Thrive Lonsdale,004804,19-E,0.7344963113781942,KNOX,093
47093-19,19,18,19 Thrive Lonsdale,004894,19-W,0.26550368862180584,KNOX,093
47093-20,20,19,20 Beaumont,004863,20,0.6584776088033214,KNOX,093
47093-20,20,19,20 Beaumont,004861,09,0.3415223911966785,KNOX,093
47093-23,23,20,23 Westview,004859,23,1.0,KNOX,093
47093-24Q,24Q,21,24Q Sequoyah Hills,004833,24-Q,1.0,KNOX,093
47093-25,25,22,25 South Knox CC,004831,25,0.897783309527709,KNOX,093
47093-25,25,22,25 South Knox CC,004826,29,0.102216690472291,KNOX,093
47093-26,26,23,26 Dogwood,004809,26,1.0,KNOX,093
47093-27,27,24,27 South Knox,004827,27,1.0,KNOX,093
47093-29,29,25,29 Anderson,004826,29,0.8314922397469597,KNOX,093
47093-29,29,25,29 Anderson,004809,26,0.1685077602530403,KNOX,093
47093-30,30,26,30 Sarah Moore Greene,004868,30,1.0,KNOX,093
47093-31,31,27,31 Chilhowee,004870,31,1.0,KNOX,093
47093-32,32,28,32 Spring Hill,004872,32,1.0,KNOX,093
47093-33N,33N,29,33N Richard Yoakley,004884,33,1.0,KNOX,093
47093-33S,33S,30,33S Richard Yoakley,004884,33,1.0,KNOX,093
47093-33X,33X,31,33X Richard Yoakley,004884,33,1.0,KNOX,093
47093-34,34,32,34 Central,004882,34,1.0,KNOX,093
47093-35,35,33,35 Shannondale,004881,35,0.766866815680941,KNOX,093
47093-35,35,33,35 Shannondale,004882,34,0.23313318431905902,KNOX,093
47093-36,36,34,36 Gresham,004880,36,0.6664850990211435,KNOX,093
47093-36,36,34,36 Gresham,004879,37,0.3335149009788565,KNOX,093
47093-37,37,35,37 Inskip Elementary,004879,37,1.0,KNOX,093
47093-39E,39E,36,39E Inskip Rec Center,004803,41,0.5479984270175126,KNOX,093
47093-39E,39E,36,39E Inskip Rec Center,004802,39,0.45200157298248744,KNOX,093
47093-39W,39W,37,39W Inskip Rec Center,004802,39,1.0,KNOX,093
47093-40,40,38,40 Norwood,004806,40,1.0,KNOX,093
47093-41,41,39,41 Norwood,004803,41,1.0,KNOX,093
47093-42,42,40,42 Pleasant Ridge,004856,42,0.9937037645336102,KNOX,093
47093-42,42,40,42 Pleasant Ridge,004848,63,0.006296235466389737,KNOX,093
47093-43,43,41,43 West Haven,004857,43,1.0,KNOX,093
47093-44,44,42,44 Ridgedale,004855,44,1.0,KNOX,093
47093-45,45,43,45 Bearden Middle,004854,45,1.0,KNOX,093
47093-46,46,44,46 1st Nazarene,004838,46,1.0,KNOX,093
47093-47N,47N,45,47N Bearden High,004837,47,1.0,KNOX,093
47093-47S,47S,46,47S Bearden High,004837,47,1.0,KNOX,093
47093-48,48,47,48 Pond Gap,004801,48,1.0,KNOX,093
47093-49N,49N,48,49N Bearden Elementary,004834,49,1.0,KNOX,093
47093-49S,49S,49,49S Bearden Elementary,004834,49,1.0,KNOX,093
47093-50N,50N,50,50N West High,004858,50-N,1.0,KNOX,093
47093-50S,50S,51,50S West High,004860,50-S,1.0,KNOX,093
47093-51,51,52,51 Deane Hill Rec Ctr,004836,51,0.8959928222406535,KNOX,093
47093-51,51,52,51 Deane Hill Rec Ctr,004837,47,0.10400717775934658,KNOX,093
47093-55,55,53,55 Lonas,004853,55,1.0,KNOX,093
47093-56,56,54,56 Heiskell,004890,56,1.0,KNOX,093
47093-57,57,55,57 Hills,004810,57,1.0,KNOX,093
47093-58,58,56,58 Pedigo,004891,58-S,0.5851226487285393,KNOX,093
47093-58,58,56,58 Pedigo,004895,58-N,0.41487735127146075,KNOX,093
47093-59,59,57,59 Brickey,004887,59,0.9820896937823144,KNOX,093
47093-59,59,57,59 Brickey,004891,58-S,0.017910306217685634,KNOX,093
47093-60,60,58,60 Fort Sumter,004811,60,1.0,KNOX,093
47093-61E,61E,59,61E Halls,004886,61,1.0,KNOX,093
47093-61W,61W,60,61W Halls,004886,61,1.0,KNOX,093
47093-62,62,61,62 Hardin Valley,004844,62,1.0,KNOX,093
47093-63,63,62,63 Karns,004848,63,1.0,KNOX,093
47093-63N,63N,63,63N Karns North,004849,63-N,1.0,KNOX,093
47093-64,64,64,64 Solway,004846,64,1.0,KNOX,093
47093-65E,65E,65,65E Concord East,004896,65-E,0.9894604160330058,KNOX,093
47093-65E,65E,65,65E Concord East,004842,66-S,0.010539583966994134,KNOX,093
47093-65N,65N,66,65N Concord North,004845,65-N,1.0,KNOX,093
47093-65S,65S,67,65S Concord South,004896,65-E,1.0,KNOX,093
47093-65SW,65SW,68,65SW Concord Southwest,004841,65-W,1.0,KNOX,093
47093-65W,65W,69,65W Concord West,004841,65-W,1.0,KNOX,093
47093-66NE,66NE,70,66NE E Farragut Middle,004805,66-N,1.0,KNOX,093
47093-66NW,66NW,71,66NW W Farragut Middle,004805,66-N,1.0,KNOX,093
47093-66SE,66SE,72,66SE E Farragut High,004842,66-S,1.0,KNOX,093
47093-66SW,66SW,73,66SW W Farragut High,004842,66-S,1.0,KNOX,093
47093-67,67,74,67 North Cedar Bluff,004852,67,1.0,KNOX,093
47093-68,68,75,68 South Cedar Bluff,004850,68,1.0,KNOX,093
47093-68E,68E,76,68E East Cedar Bluff,004851,68-E,1.0,KNOX,093
47093-69E,69E,77,69E Bluegrass,004807,69-E,1.0,KNOX,093
47093-69N,69N,78,69N West Valley,004840,69-N,1.0,KNOX,093
47093-69S,69S,79,69S Northshore,004839,69-S,1.0,KNOX,093
47093-69W,69W,80,69W A. L. Lotts,004897,69-W,1.0,KNOX,093
47093-70E,70E,81,70E Amherst,004828,70-E,1.0,KNOX,093
47093-70W,70W,82,70W Ball Camp,004847,70-W,1.0,KNOX,093
47093-71,71,83,71 Rocky Hill,004835,71,1.0,KNOX,093
47093-72E,72E,84,72E Dante East,004888,72,1.0,KNOX,093
47093-72W,72W,85,72W Dante West,004888,72,1.0,KNOX,093
47093-73E,73E,86,73E Powell East,004892,73,0.9934233053304213,KNOX,093
47093-73E,73E,86,73E Powell East,004887,59,0.006576694669578731,KNOX,093
47093-73W,73W,87,73W Powell West,004892,73,1.0,KNOX,093
47093-74,74,88,74 Shannondale,004885,74,1.0,KNOX,093
47093-76,76,89,76 Sunnyview,004818,76,1.0,KNOX,093
47093-77,77,90,77 Ramsey,004821,77,1.0,KNOX,093
47093-78,78,91,78 Riverdale,004819,78,1.0,KNOX,093
47093-79,79,92,79 Dora Kennedy,004820,79,1.0,KNOX,093
47093-80,80,93,80 Corryton,004813,80,1.0,KNOX,093
47093-81,81,94,81 Gibbs,004812,81,1.0,KNOX,093
47093-82,82,95,82 Ellistown,004816,82,1.0,KNOX,093
47093-84,84,96,84 Ritta,004808,84,1.0,KNOX,093
47093-85,85,97,85 Skaggston,004814,85,1.0,KNOX,093
47093-86,86,98,86 Carter,004815,86,1.0,KNOX,093
47093-87,87,99,87 Thorngrove,004817,87,1.0,KNOX,093
47093-89,89,100,89 Mt. Olive,004829,89,1.0,KNOX,093
47093-90,90,101,90 Bonny Kate,004824,90,1.0,KNOX,093
47093-92,92,102,92 Gap Creek,004822,92,1.0,KNOX,093
47093-93,93,103,93 Hopewell,004823,93,1.0,KNOX,093
47065-Airport A,Airport A,1,Airport A,003477,Woodmore 2,0.5143627576316971,HAMILTON,065
47065-Airport A,Airport A,1,Airport A,003351,Airport,0.26379039218646916,HAMILTON,065
47065-Airport A,Airport A,1,Airport A,003416,Kingspoint 3,0.15272886356979612,HAMILTON,065
47065-Airport A,Airport A,1,Airport A,003469,Tyner 1,0.04748927015278587,HAMILTON,065
47065-Airport A,Airport A,1,Airport A,003476,Woodmore 1,0.015098959541650296,HAMILTON,065
47065-Airport A,Airport A,1,Airport A,003414,Kingspoint 1,0.006529756917601537,HAMILTON,065
47065-Airport B,Airport B,2,Airport B,003351,Airport,0.5463957362862206,HAMILTON,065
47065-Airport B,Airport B,2,Airport B,003469,Tyner 1,0.4355877960208773,HAMILTON,065
47065-Airport B,Airport B,2,Airport B,003417,Lake Hills,0.01801646769290207,HAMILTON,065
47065-Alton Park,Alton Park,3,Alton Park,003352,Alton Park 1,0.8502553585549473,HAMILTON,065
47065-Alton Park,Alton Park,3,Alton Park,003399,Eastside 1,0.11469509831980255,HAMILTON,065
47065-Alton Park,Alton Park,3,Alton Park,003391,East Lake,0.018379585792238015,HAMILTON,065
47065-Alton Park,Alton Park,3,Alton Park,003385,Downtown 2,0.010791649018942272,HAMILTON,065
47065-Alton Park,Alton Park,3,Alton Park,003463,St Elmo 1,0.005878308314069934,HAMILTON,065
47065-Apison A,Apison A,4,Apison A,003355,Apison 1,1.0,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003368,Collegedale 2,0.28675339809184713,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003367,Collegedale 1,0.187507083693516,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003445,Ooltewah 6,0.1571788699368722,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003355,Apison 1,0.13953856856665217,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003444,Ooltewah 5,0.0661340844227946,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003369,Collegedale 3,0.05283624416152313,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003357,Apison 3,0.040959684969960386,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003443,Ooltewah 4,0.034859885855300594,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003370,Collegedale 4,0.028612480142561847,HAMILTON,065
47065-Apison B,Apison B,5,Apison B,003356,Apison 2,0.005619700158971851,HAMILTON,065
47065-Avondale,Avondale,6,Avondale,003354,Amnicola,0.8040485043778101,HAMILTON,065
47065-Avondale,Avondale,6,Avondale,003358,Avondale,0.1545816405896815,HAMILTON,065
47065-Avondale,Avondale,6,Avondale,003389,East Chattanooga 1,0.04136985503250853,HAMILTON,065
47065-Birchwood,Birchwood,7,Birchwood,003361,Birchwood,1.0,HAMILTON,065
47065-Bonny Oaks,Bonny Oaks,8,Bonny Oaks,003466,Summit 1,0.6855066622292492,HAMILTON,065
47065-Bonny Oaks,Bonny Oaks,8,Bonny Oaks,003362,Bonny Oaks,0.18359653622418065,HAMILTON,065
47065-Bonny Oaks,Bonny Oaks,8,Bonny Oaks,003469,Tyner 1,0.07582279862528056,HAMILTON,065
47065-Bonny Oaks,Bonny Oaks,8,Bonny Oaks,003416,Kingspoint 3,0.05507400292128951,HAMILTON,065
47065-Brainerd,Brainerd,9,Brainerd,003363,Brainerd,0.9757607076520431,HAMILTON,065
47065-Brainerd,Brainerd,9,Brainerd,003426,Missionary Ridge,0.024239292347956853,HAMILTON,065
47065-Brainerd Hills,Brainerd Hills,10,Brainerd Hills,003364,Brainerd Hills,0.9351718555300395,HAMILTON,065
47065-Brainerd Hills,Brainerd Hills,10,Brainerd Hills,003372,Concord 2,0.06482814446996055,HAMILTON,065
47065-Bushtown,Bushtown,11,Bushtown,003365,Bushtown,0.807068451650953,HAMILTON,065
47065-Bushtown,Bushtown,11,Bushtown,003405,Glenwood,0.14106434060704465,HAMILTON,065
47065-Bushtown,Bushtown,11,Bushtown,003354,Amnicola,0.051867207742002444,HAMILTON,065
47065-Collegedale A,Collegedale A,12,Collegedale A,003370,Collegedale 4,0.48070500689909323,HAMILTON,065
47065-Collegedale A,Collegedale A,12,Collegedale A,003443,Ooltewah 4,0.3669021193494433,HAMILTON,065
47065-Collegedale A,Collegedale A,12,Collegedale A,003467,Summit 2,0.06079535939003521,HAMILTON,065
47065-Collegedale A,Collegedale A,12,Collegedale A,003440,Ooltewah 1,0.05799731606292136,HAMILTON,065
47065-Collegedale A,Collegedale A,12,Collegedale A,003367,Collegedale 1,0.033600198298506904,HAMILTON,065
47065-Collegedale B,Collegedale B,13,Collegedale B,003367,Collegedale 1,0.915511799374702,HAMILTON,065
47065-Collegedale B,Collegedale B,13,Collegedale B,003440,Ooltewah 1,0.08448820062529803,HAMILTON,065
47065-Concord A,Concord A,14,Concord A,003371,Concord 1,0.763195277489691,HAMILTON,065
47065-Concord A,Concord A,14,Concord A,003372,Concord 2,0.1515305348936469,HAMILTON,065
47065-Concord A,Concord A,14,Concord A,003388,East Brainerd 2,0.07886389740774415,HAMILTON,065
47065-Concord A,Concord A,14,Concord A,003364,Brainerd Hills,0.006410290208918039,HAMILTON,065
47065-Concord B,Concord B,15,Concord B,003375,Concord 4,0.5293604029746116,HAMILTON,065
47065-Concord B,Concord B,15,Concord B,003372,Concord 2,0.42858482854067254,HAMILTON,065
47065-Concord B,Concord B,15,Concord B,003387,East Brainerd 1,0.04205476848471578,HAMILTON,065
47065-Courthouse,Courthouse,16,Courthouse,003379,Courthouse 1,0.8176930969808591,HAMILTON,065
47065-Courthouse,Courthouse,16,Courthouse,003399,Eastside 1,0.09590128699809268,HAMILTON,065
47065-Courthouse,Courthouse,16,Courthouse,003385,Downtown 2,0.08640561602104815,HAMILTON,065
47065-Dalewood,Dalewood,17,Dalewood,003414,Kingspoint 1,0.45718850335270683,HAMILTON,065
47065-Dalewood,Dalewood,17,Dalewood,003396,Eastdale,0.29992399137897263,HAMILTON,065
47065-Dalewood,Dalewood,17,Dalewood,003381,Dalewood,0.24288750526832045,HAMILTON,065
47065-Dallas,Dallas,18,Dallas,003382,Dallas 1,0.7127959611775992,HAMILTON,065
47065-Dallas,Dallas,18,Dallas,003425,Middle Valley 2,0.1437634497841398,HAMILTON,065
47065-Dallas,Dallas,18,Dallas,003424,Middle Valley 1,0.07017959832241095,HAMILTON,065
47065-Dallas,Dallas,18,Dallas,003383,Dallas 2,0.06669909819709584,HAMILTON,065
47065-Dallas,Dallas,18,Dallas,003460,Soddy Daisy 1,0.006561892518754113,HAMILTON,065
47065-Downtown,Downtown,19,Downtown,003385,Downtown 2,0.5713871006043618,HAMILTON,065
47065-Downtown,Downtown,19,Downtown,003384,Downtown 1,0.3094400565517377,HAMILTON,065
47065-Downtown,Downtown,19,Downtown,003379,Courthouse 1,0.0646855179750925,HAMILTON,065
47065-Downtown,Downtown,19,Downtown,003427,Moccasin Bend,0.028163503992509276,HAMILTON,065
47065-Downtown,Downtown,19,Downtown,003380,Courthouse 2,0.02632382087629873,HAMILTON,065
47065-Dupont,Dupont,20,DuPont,003386,DuPont,0.8462152248585466,HAMILTON,065
47065-Dupont,Dupont,20,DuPont,003422,Lupton City,0.08182035006439854,HAMILTON,065
47065-Dupont,Dupont,20,DuPont,003437,Northgate 2,0.07196442507705492,HAMILTON,065
47065-East Brainerd A,East Brainerd A,21,East Brainerd A,003388,East Brainerd 2,1.0,HAMILTON,065
47065-East Brainerd B,East Brainerd B,22,East Brainerd B,003387,East Brainerd 1,0.8116285637754508,HAMILTON,065
47065-East Brainerd B,East Brainerd B,22,East Brainerd B,003375,Concord 4,0.18837143622454916,HAMILTON,065
47065-East Chattanooga,East Chattanooga,23,East Chattanooga,003381,Dalewood,0.3993537033374049,HAMILTON,065
47065-East Chattanooga,East Chattanooga,23,East Chattanooga,003390,East Chattanooga 2,0.3966898680154556,HAMILTON,065
47065-East Chattanooga,East Chattanooga,23,East Chattanooga,003389,East Chattanooga 1,0.1015897652038602,HAMILTON,065
47065-East Chattanooga,East Chattanooga,23,East Chattanooga,003358,Avondale,0.09399631537598287,HAMILTON,065
47065-East Chattanooga,East Chattanooga,23,East Chattanooga,003414,Kingspoint 1,0.008370348067296361,HAMILTON,065
47065-East Lake,East Lake,24,East Lake,003391,East Lake,0.9875159617622182,HAMILTON,065
47065-East Lake,East Lake,24,East Lake,003399,Eastside 1,0.012484038237781733,HAMILTON,065
47065-East Ridge A,East Ridge A,25,East Ridge A,003392,East Ridge 1,0.44153307301485956,HAMILTON,065
47065-East Ridge A,East Ridge A,25,East Ridge A,003393,East Ridge 2,0.312935106260529,HAMILTON,065
47065-East Ridge A,East Ridge A,25,East Ridge A,003394,East Ridge 3,0.24553182072461135,HAMILTON,065
47065-East Ridge B,East Ridge B,26,East Ridge B,003393,East Ridge 2,0.3288594048286497,HAMILTON,065
47065-East Ridge B,East Ridge B,26,East Ridge B,003392,East Ridge 1,0.32677208985438844,HAMILTON,065
47065-East Ridge B,East Ridge B,26,East Ridge B,003394,East Ridge 3,0.3139964804132006,HAMILTON,065
47065-East Ridge B,East Ridge B,26,East Ridge B,003363,Brainerd,0.030372024903761237,HAMILTON,065
47065-East Ridge C,East Ridge C,27,East Ridge C,003392,East Ridge 1,0.48646438675881665,HAMILTON,065
47065-East Ridge C,East Ridge C,27,East Ridge C,003394,East Ridge 3,0.4527388756123317,HAMILTON,065
47065-East Ridge C,East Ridge C,27,East Ridge C,003363,Brainerd,0.06079673762885156,HAMILTON,065
47065-East Ridge D,East Ridge D,28,East Ridge D,003395,East Ridge 4,0.8727634971921091,HAMILTON,065
47065-East Ridge D,East Ridge D,28,East Ridge D,003364,Brainerd Hills,0.11761318812378412,HAMILTON,065
47065-East Ridge D,East Ridge D,28,East Ridge D,003394,East Ridge 3,0.009623314684106843,HAMILTON,065
47065-Eastgate,Eastgate,29,Eastgate,003398,Eastgate 2,0.5542025457957901,HAMILTON,065
47065-Eastgate,Eastgate,29,Eastgate,003397,Eastgate 1,0.44579745420420985,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003399,Eastside 1,0.5525707241789749,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003452,Ridgedale 2,0.16628970087071918,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003352,Alton Park 1,0.1307912452420625,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003451,Ridgedale 1,0.07674909262532892,HAMILTON,065
